version	timestamp	block number	trial number	lost msec	free VRAM	trial contents	US	Startle_Circle	Startle_ITI	C1	C2	C3	C5	C4	C6	C7	C8	C9	C10	No_Startle	Generalization_Block	No_US	Size	US_expect	Resp_Rev	US_Intensity	Total_trial_nr	group	
21622	Thu Nov 09 09:16:38 2017	2	1	44::38	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			200	1	2	
21622	Thu Nov 09 09:16:47 2017	2	2	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			200	2	2	
21622	Thu Nov 09 09:16:55 2017	2	3	142::10	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	999	3		200	3	2	
21622	Thu Nov 09 09:17:12 2017	2	4	233::12	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	91	3		200	4	2	
21622	Thu Nov 09 09:17:29 2017	2	5	395::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	99	3		200	5	2	
21622	Thu Nov 09 09:17:47 2017	2	6	498::11	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	50	3		200	6	2	
21622	Thu Nov 09 09:18:04 2017	2	7	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			200	7	2	
21622	Thu Nov 09 09:18:14 2017	2	8	259::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	97	3		200	8	2	
21622	Thu Nov 09 09:18:34 2017	2	9	334::11	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	48	3		200	9	2	
21622	Thu Nov 09 09:18:53 2017	2	10	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			200	10	2	
21622	Thu Nov 09 09:19:20 2017	3	1	227::11	2249.14		1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	99	2		200	11	2	
21622	Thu Nov 09 09:19:39 2017	3	2	274::10	2249.14		1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	100	7		200	12	2	
21622	Thu Nov 09 09:19:58 2017	3	3	407::10	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	48	3		200	13	2	
21622	Thu Nov 09 09:20:15 2017	3	4	254::10	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	49	1		200	14	2	
21622	Thu Nov 09 09:20:34 2017	3	5	374::11	2249.14		1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	97	10		200	15	2	
21622	Thu Nov 09 09:20:53 2017	3	6	278::10	2249.14		1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	99	10		200	16	2	
21622	Thu Nov 09 09:21:13 2017	3	7	258::11	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	48	1		200	17	2	
21622	Thu Nov 09 09:21:32 2017	3	8	238::10	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	48	1		200	18	2	
21622	Thu Nov 09 09:21:52 2017	3	9	254::10	2249.14		1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	98	10		200	19	2	
21622	Thu Nov 09 09:22:12 2017	3	10	120::6	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	47	999		200	20	2	
21622	Thu Nov 09 09:22:32 2017	3	11	274::10	2249.14		1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	98	10		200	21	2	
21622	Thu Nov 09 09:22:52 2017	3	12	367::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	98	10		200	22	2	
21622	Thu Nov 09 09:23:09 2017	3	13	423::11	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	48	1		200	23	2	
21622	Thu Nov 09 09:23:28 2017	3	14	243::10	2249.14		1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	98	7		200	24	2	
21622	Thu Nov 09 09:23:47 2017	3	15	259::10	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	49	1		200	25	2	
21622	Thu Nov 09 09:24:06 2017	3	16	319::11	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	48	1		200	26	2	
21622	Thu Nov 09 09:24:24 2017	3	17	253::10	2249.14		1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	99	9		200	27	2	
21622	Thu Nov 09 09:24:44 2017	3	18	243::10	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	49	1		200	28	2	
21622	Thu Nov 09 09:25:02 2017	3	19	290::10	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	48	1		200	29	2	
21622	Thu Nov 09 09:25:22 2017	3	20	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			200	30	2	
21622	Thu Nov 09 09:25:31 2017	3	21	248::10	2249.14		1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	98	10		200	31	2	
21622	Thu Nov 09 09:25:50 2017	3	22	238::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	99	10		200	32	2	
21622	Thu Nov 09 09:26:09 2017	3	23	311::10	2249.14		1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	99	9		200	33	2	
21622	Thu Nov 09 09:26:27 2017	3	24	409::10	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	49	1		200	34	2	
21622	Thu Nov 09 09:26:47 2017	3	25	275::10	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	49	1		200	35	2	
21622	Thu Nov 09 09:27:06 2017	4	1	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	999			200	36	2	
21622	Thu Nov 09 09:27:13 2017	4	2	321::11	2249.14		0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	59	5		200	37	2	
21622	Thu Nov 09 09:27:32 2017	4	3	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	999			200	38	2	
21622	Thu Nov 09 09:27:39 2017	4	4	451::11	2249.14		0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	69	2		200	39	2	
21622	Thu Nov 09 09:27:56 2017	4	5	388::10	2249.14		0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	65	2		200	40	2	
21622	Thu Nov 09 09:28:16 2017	4	6	243::11	2249.14		0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	49	1		200	41	2	
21622	Thu Nov 09 09:28:34 2017	4	7	397::10	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	48	1		200	42	2	
21622	Thu Nov 09 09:28:53 2017	4	8	312::12	2249.14		0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	99	10		200	43	2	
21622	Thu Nov 09 09:29:12 2017	4	9	353::10	2249.14		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	68	1		200	44	2	
21622	Thu Nov 09 09:29:30 2017	4	10	258::10	2249.14		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	98	8		200	45	2	
