CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'11/01/2018 11:12:33';0001,000;'ACT:PROB';368203,198;0693,000;450863,900;82660,702;-0550,000;9999,000;9999,000;9999,000;1801111113,000
'11/01/2018 11:12:33';0002,000;'ACT:PROB';344737,871;0644,000;7686654,000;7341916,129;-0550,000;0049,000;0048,000;0038,000;1801111113,000
'11/01/2018 11:12:33';0003,000;'ACT:PROB';313011,940;0701,000;6443939,000;6130927,060;-0550,000;9999,000;9999,000;9999,000;1801111113,000
'11/01/2018 11:12:33';0004,000;'ACT:PROB';258839,475;0616,000;8044050,000;7785210,525;-0550,000;0032,000;0031,000;0026,000;1801111113,000
'11/01/2018 11:12:33';0005,000;'ACT:PROB';613946,527;0693,000;7607294,000;6993347,473;-0550,000;0048,000;0047,000;0033,000;1801111113,000
'11/01/2018 11:12:33';0006,000;'ACT:PROB';329464,631;0635,000;6937559,000;6608094,369;-0550,000;0036,000;0035,000;0025,000;1801111113,000
'11/01/2018 11:12:33';0007,000;'ACT:PROB';198969,615;0634,000;6401025,000;6202055,385;-0550,000;0035,000;0034,000;0026,000;1801111113,000
'11/01/2018 11:12:33';0008,000;'ACT:PROB';133878,044;0644,000;7062710,000;6928831,956;-0550,000;0039,000;0038,000;0030,000;1801111113,000
'11/01/2018 11:12:33';0009,000;'ACT:PROB';1569291,482;0625,000;7261895,000;5692603,518;-0550,000;0062,000;0061,000;0045,000;1801111113,000
'11/01/2018 11:12:33';0010,000;'ACT:PROB';203317,792;0635,000;7100286,000;6896968,208;-0550,000;0035,000;0034,000;0027,000;1801111113,000
'11/01/2018 11:12:33';0011,000;'ACT:PROB';223785,221;0730,000;7841422,000;7617636,779;-0550,000;0060,000;0059,000;0051,000;1801111113,000
'11/01/2018 11:12:33';0012,000;'ACT:PROB';177208,086;0732,000;8409817,000;8232608,914;-0550,000;9999,000;9999,000;9999,000;1801111113,000
'11/01/2018 11:12:33';0013,000;'ACT:PROB';177218,019;0705,000;5532257,000;5355038,981;-0550,000;9999,000;9999,000;0057,000;1801111113,000
'11/01/2018 11:12:33';0014,000;'ACT:PROB';100454,939;0706,000;7702071,000;7601616,061;-0550,000;9999,000;9999,000;0028,000;1801111113,000
'11/01/2018 11:12:33';0015,000;'ACT:PROB';297471,783;0734,000;6782745,000;6485273,217;-0550,000;0070,000;0069,000;0057,000;1801111113,000
'11/01/2018 11:12:33';0016,000;'ACT:PROB';137783,356;0686,000;9171745,000;9033961,644;-0550,000;9999,000;9999,000;0055,000;1801111113,000
'11/01/2018 11:12:33';0017,000;'ACT:PROB';176994,594;0693,000;6237907,000;6060912,406;-0550,000;9999,000;9999,000;0047,000;1801111113,000
'11/01/2018 11:12:33';0018,000;'ACT:PROB';254835,171;0694,000;6995881,000;6741045,829;-0550,000;9999,000;9999,000;0050,000;1801111113,000
'11/01/2018 11:12:33';0019,000;'ACT:PROB';122467,200;0667,000;6369715,000;6247247,800;-0550,000;0062,000;0061,000;0061,000;1801111113,000
'11/01/2018 11:12:33';0020,000;'ACT:PROB';519115,507;0732,000;4290804,000;3771688,493;-0550,000;9999,000;9999,000;0036,000;1801111113,000
'11/01/2018 11:12:33';0021,000;'ACT:PROB';149750,834;0738,000;8334889,000;8185138,166;-0550,000;9999,000;9999,000;9999,000;1801111113,000
'11/01/2018 11:12:33';0022,000;'ACT:PROB';121814,903;0683,000;6465178,000;6343363,097;-0550,000;0076,000;0075,000;0061,000;1801111113,000
'11/01/2018 11:12:33';0023,000;'ACT:PROB';1439928,899;0693,000;5983493,000;4543564,101;-0550,000;9999,000;9999,000;9999,000;1801111113,000
'11/01/2018 11:12:33';0024,000;'ACT:PROB';364647,708;0721,000;5073447,000;4708799,292;-0550,000;9999,000;9999,000;0049,000;1801111113,000
'11/01/2018 11:12:33';0025,000;'ACT:PROB';135413,951;0687,000;5595732,000;5460318,049;-0550,000;9999,000;9999,000;0041,000;1801111113,000
'11/01/2018 11:12:33';0026,000;'ACT:PROB';142420,344;0678,000;5110147,000;4967726,656;-0550,000;0074,000;0073,000;9999,000;1801111113,000
'11/01/2018 11:12:33';0027,000;'ACT:PROB';170035,425;0709,000;4306348,000;4136312,575;-0550,000;9999,000;9999,000;0065,000;1801111113,000
'11/01/2018 11:12:33';0028,000;'ACT:PROB';110941,548;0690,000;5894115,000;5783173,452;-0550,000;9999,000;9999,000;0061,000;1801111113,000
'11/01/2018 11:12:33';0029,000;'ACT:PROB';447604,961;0696,000;4188668,000;3741063,039;-0550,000;0069,000;9999,000;9999,000;1801111113,000
'11/01/2018 11:12:33';0030,000;'ACT:PROB';707577,173;0611,000;881277,800;173700,627;-0550,000;9999,000;9999,000;0026,000;1801111113,000
