version	timestamp	block number	trial number	lost msec	free VRAM	trial contents	US	Startle_Circle	Startle_ITI	C4	C5	C6	C7	C8	C9	C10	No_Startle	Generalization_Block	No_US	Size	US_expect	US_Intensity	Total_trial_nr	
21622	Tue Nov 21 14:37:54 2017	2	1	342::68	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	80	2	110	1	
21622	Tue Nov 21 14:38:12 2017	2	2	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		110	2	
21622	Tue Nov 21 14:38:20 2017	2	3	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		110	3	
21622	Tue Nov 21 14:38:29 2017	2	4	224::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	70	2	110	4	
21622	Tue Nov 21 14:38:47 2017	2	5	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		110	5	
21622	Tue Nov 21 14:38:54 2017	2	6	2::2	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		110	6	
21622	Tue Nov 21 14:39:04 2017	2	7	213::11	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	69	2	110	7	
21622	Tue Nov 21 14:39:21 2017	2	8	222::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	80	2	110	8	
21622	Tue Nov 21 14:39:40 2017	2	9	187::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	78	2	110	9	
21622	Tue Nov 21 14:39:57 2017	2	10	202::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	77	2	110	10	
21622	Tue Nov 21 14:40:26 2017	3	1	175::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	76	5	110	11	
21622	Tue Nov 21 14:40:44 2017	3	2	182::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	77	6	110	12	
21622	Tue Nov 21 14:41:02 2017	3	3	193::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	77	7	110	13	
21622	Tue Nov 21 14:41:22 2017	3	4	190::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	78	8	110	14	
21622	Tue Nov 21 14:41:40 2017	3	5	257::11	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	78	7	110	15	
21622	Tue Nov 21 14:41:57 2017	3	6	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		110	16	
21622	Tue Nov 21 14:42:05 2017	3	7	185::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	77	8	110	17	
21622	Tue Nov 21 14:42:24 2017	3	8	204::12	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	76	6	110	18	
21622	Tue Nov 21 14:42:41 2017	3	9	197::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	76	8	110	19	
21622	Tue Nov 21 14:43:00 2017	3	10	220::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	77	8	110	20	
21622	Tue Nov 21 14:43:19 2017	3	11	223::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	78	9	110	21	
21622	Tue Nov 21 14:43:39 2017	3	12	220::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	77	7	110	22	
21622	Tue Nov 21 14:43:58 2017	3	13	185::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	76	6	110	23	
21622	Tue Nov 21 14:44:17 2017	3	14	195::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	74	9	110	24	
21622	Tue Nov 21 14:44:35 2017	3	15	196::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	77	10	110	25	
21622	Tue Nov 21 14:44:54 2017	4	1	174::10	2253.59		0	0	0	0	1	0	0	0	0	0	1	1	1	76	5	110	26	
21622	Tue Nov 21 14:45:14 2017	4	2	187::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	1	0	77	4	110	27	
21622	Tue Nov 21 14:45:34 2017	4	3	164::11	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	78	6	110	28	
21622	Tue Nov 21 14:45:52 2017	4	4	209::10	2253.59		0	1	0	0	1	0	0	0	0	0	0	1	1	78	9	110	29	
21622	Tue Nov 21 14:46:12 2017	4	5	1079::11	2253.59		0	0	0	0	0	0	0	0	0	1	1	1	1	105	8	110	30	
21622	Tue Nov 21 14:46:32 2017	4	6	307::10	2253.59		0	1	0	0	0	0	0	0	1	0	0	1	1	105	9	110	31	
21622	Tue Nov 21 14:46:50 2017	4	7	807::11	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	85	9	110	32	
21622	Tue Nov 21 14:47:08 2017	4	8	220::10	2253.59		0	1	0	0	0	1	0	0	0	0	0	1	1	76	9	110	33	
21622	Tue Nov 21 14:47:27 2017	4	9	235::11	2253.59		0	0	0	0	0	0	0	0	0	1	1	1	1	105	9	110	34	
21622	Tue Nov 21 14:47:45 2017	4	10	227::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	1	1	86	9	110	35	
21622	Tue Nov 21 14:48:03 2017	4	11	213::10	2253.59		0	0	0	0	0	1	0	0	0	0	1	1	1	88	9	110	36	
21622	Tue Nov 21 14:48:21 2017	4	12	269::10	2253.59		0	1	0	0	0	0	0	1	0	0	0	1	1	91	8	110	37	
21622	Tue Nov 21 14:48:40 2017	4	13	267::11	2253.59		0	0	0	0	0	0	0	1	0	0	1	1	1	93	4	110	38	
