CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'31/10/2017 8:17:52';0001,000;'ACT:PROB';201151,182;0716,000;238175,100;37023,918;-0550,000;9999,000;9999,000;0053,000;1801110947,000
'31/10/2017 8:17:52';0002,000;'ACT:PROB';468999,004;0690,000;4380242,000;3911242,996;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0003,000;'ACT:PROB';705627,670;0619,000;3502265,000;2796637,330;-0550,000;0051,000;0050,000;0029,000;1801110947,000
'31/10/2017 8:17:52';0004,000;'ACT:PROB';740051,170;0629,000;5947863,000;5207811,830;-0550,000;0039,000;0038,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0005,000;'ACT:PROB';600823,866;0663,000;1822553,000;1221729,134;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0006,000;'ACT:PROB';716090,982;0607,000;3990780,000;3274689,018;-0550,000;0035,000;0034,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0007,000;'ACT:PROB';409850,875;0610,000;2440977,000;2031126,125;-0550,000;0043,000;0042,000;0021,000;1801110947,000
'31/10/2017 8:17:52';0008,000;'ACT:PROB';572807,012;0681,000;3256101,000;2683293,988;-0550,000;9999,000;9999,000;0036,000;1801110947,000
'31/10/2017 8:17:52';0009,000;'ACT:PROB';722989,057;0670,000;4397288,000;3674298,943;-0550,000;0035,000;0034,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0010,000;'ACT:PROB';284735,592;0619,000;1643871,000;1359135,408;-0550,000;0054,000;0053,000;0043,000;1801110947,000
'31/10/2017 8:17:52';0011,000;'ACT:PROB';478888,080;0710,000;4803824,000;4324935,920;-0550,000;0062,000;0061,000;0051,000;1801110947,000
'31/10/2017 8:17:52';0012,000;'ACT:PROB';325297,796;0626,000;3863136,000;3537838,204;-0550,000;0055,000;0054,000;0046,000;1801110947,000
'31/10/2017 8:17:52';0013,000;'ACT:PROB';1409726,107;0671,000;2502027,000;1092300,893;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0014,000;'ACT:PROB';461681,839;0669,000;3021579,000;2559897,161;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0015,000;'ACT:PROB';425547,341;0735,000;3311816,000;2886268,659;-0550,000;0058,000;0057,000;0042,000;1801110947,000
'31/10/2017 8:17:52';0016,000;'ACT:PROB';538189,025;0662,000;3368005,000;2829815,975;-0550,000;9999,000;9999,000;0038,000;1801110947,000
'31/10/2017 8:17:52';0017,000;'ACT:PROB';359015,376;0732,000;2336918,000;1977902,624;-0550,000;9999,000;9999,000;0022,000;1801110947,000
'31/10/2017 8:17:52';0018,000;'ACT:PROB';1054201,917;0694,000;4039421,000;2985219,083;-0550,000;9999,000;9999,000;0049,000;1801110947,000
'31/10/2017 8:17:52';0019,000;'ACT:PROB';738038,771;0733,000;2841896,000;2103857,229;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0020,000;'ACT:PROB';353187,274;0670,000;4581488,000;4228300,726;-0550,000;0073,000;0072,000;0064,000;1801110947,000
'31/10/2017 8:17:52';0021,000;'ACT:PROB';529705,368;0642,000;2094591,000;1564885,632;-0550,000;0080,000;0079,000;0055,000;1801110947,000
'31/10/2017 8:17:52';0022,000;'ACT:PROB';334545,292;0673,000;2703066,000;2368520,708;-0550,000;9999,000;9999,000;0065,000;1801110947,000
'31/10/2017 8:17:52';0023,000;'ACT:PROB';364437,891;0658,000;2980662,000;2616224,109;-0550,000;9999,000;9999,000;0058,000;1801110947,000
'31/10/2017 8:17:52';0024,000;'ACT:PROB';344294,525;0655,000;947542,900;603248,375;-0550,000;9999,000;9999,000;0024,000;1801110947,000
'31/10/2017 8:17:52';0025,000;'ACT:PROB';765181,598;0679,000;3810142,000;3044960,402;-0550,000;9999,000;9999,000;0064,000;1801110947,000
'31/10/2017 8:17:52';0026,000;'ACT:PROB';688628,464;0644,000;2027878,000;1339249,536;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0027,000;'ACT:PROB';291307,543;0670,000;3260699,000;2969391,457;-0550,000;9999,000;9999,000;0065,000;1801110947,000
'31/10/2017 8:17:52';0028,000;'ACT:PROB';346857,363;0677,000;3542500,000;3195642,637;-0550,000;9999,000;9999,000;0028,000;1801110947,000
'31/10/2017 8:17:52';0029,000;'ACT:PROB';511715,626;0636,000;987984,300;476268,674;-0550,000;9999,000;9999,000;0055,000;1801110947,000
'31/10/2017 8:17:52';0030,000;'ACT:PROB';429932,320;0632,000;1393896,000;963963,680;-0550,000;0076,000;0075,000;0051,000;1801110947,000
'31/10/2017 8:17:52';0031,000;'ACT:PROB';479846,302;0708,000;4133485,000;3653638,698;-0550,000;9999,000;9999,000;0035,000;1801110947,000
'31/10/2017 8:17:52';0032,000;'ACT:PROB';1872599,655;0671,000;3653078,000;1780478,345;-0550,000;9999,000;9999,000;0028,000;1801110947,000
'31/10/2017 8:17:52';0033,000;'ACT:PROB';1671201,149;0631,000;3224310,000;1553108,851;-0550,000;9999,000;9999,000;0035,000;1801110947,000
'31/10/2017 8:17:52';0034,000;'ACT:PROB';274348,975;0697,000;2229785,000;1955436,025;-0550,000;9999,000;9999,000;0043,000;1801110947,000
'31/10/2017 8:17:52';0035,000;'ACT:PROB';287705,080;0730,000;4568399,000;4280693,920;-0550,000;9999,000;9999,000;0054,000;1801110947,000
'31/10/2017 8:17:52';0036,000;'ACT:PROB';281891,961;0645,000;1411893,000;1130001,039;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0037,000;'ACT:PROB';257862,491;0682,000;3578504,000;3320641,509;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0038,000;'ACT:PROB';373732,731;0641,000;4309371,000;3935638,269;-0550,000;0060,000;0059,000;0049,000;1801110947,000
'31/10/2017 8:17:52';0039,000;'ACT:PROB';368505,350;0679,000;4774009,000;4405503,650;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0040,000;'ACT:PROB';311245,943;0680,000;3392292,000;3081046,057;-0550,000;9999,000;9999,000;0058,000;1801110947,000
'31/10/2017 8:17:52';0041,000;'ACT:PROB';281289,295;0693,000;330233,500;48944,205;-0550,000;9999,000;9999,000;0050,000;1801110947,000
'31/10/2017 8:17:52';0042,000;'ACT:PROB';515063,506;0729,000;3197145,000;2682081,494;-0550,000;9999,000;9999,000;0022,000;1801110947,000
'31/10/2017 8:17:52';0043,000;'ACT:PROB';325250,680;0670,000;3680375,000;3355124,320;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0044,000;'ACT:PROB';1417273,006;0659,000;3811936,000;2394662,994;-0550,000;9999,000;9999,000;0026,000;1801110947,000
'31/10/2017 8:17:52';0045,000;'ACT:PROB';616070,429;0655,000;1546720,000;930649,571;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0046,000;'ACT:PROB';330763,534;0677,000;2636697,000;2305933,466;-0550,000;0052,000;9999,000;0029,000;1801110947,000
'31/10/2017 8:17:52';0047,000;'ACT:PROB';306698,350;0716,000;1168931,000;862232,650;-0550,000;9999,000;9999,000;9999,000;1801110947,000
'31/10/2017 8:17:52';0048,000;'ACT:PROB';295492,924;0706,000;2748691,000;2453198,076;-0550,000;9999,000;9999,000;0027,000;1801110947,000
'31/10/2017 8:17:52';0049,000;'ACT:PROB';265022,682;0736,000;1699623,000;1434600,318;-0550,000;9999,000;9999,000;0036,000;1801110947,000
'31/10/2017 8:17:52';0050,000;'ACT:PROB';252886,305;0643,000;1257184,000;1004297,695;-0550,000;0062,000;0061,000;0046,000;1801110947,000
'31/10/2017 8:17:52';0051,000;'ACT:PROB';368425,679;0637,000;2829224,000;2460798,321;-0550,000;0069,000;0068,000;0056,000;1801110947,000
'31/10/2017 8:17:52';0052,000;'ACT:PROB';344098,759;0625,000;2231216,000;1887117,241;-0550,000;0055,000;0054,000;0040,000;1801110947,000
'31/10/2017 8:17:52';0053,000;'ACT:PROB';746493,542;0610,000;3141603,000;2395109,458;-0550,000;0047,000;0046,000;9999,000;1801110947,000
