version	timestamp	block number	trial number	lost msec	free VRAM	trial contents	US	Startle_Circle	Startle_ITI	C4	C5	C6	C7	C8	C9	C10	No_Startle	Generalization_Block	No_US	Size	US_expect	US_Intensity	Total_trial_nr	
21622	Tue Nov 07 10:59:02 2017	2	1	53::49	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		170	1	
21622	Tue Nov 07 10:59:10 2017	2	2	160::11	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	999	1	170	2	
21622	Tue Nov 07 10:59:30 2017	2	3	334::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	100	1	170	3	
21622	Tue Nov 07 10:59:49 2017	2	4	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		170	4	
21622	Tue Nov 07 10:59:57 2017	2	5	345::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	100	1	170	5	
21622	Tue Nov 07 11:00:14 2017	2	6	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		170	6	
21622	Tue Nov 07 11:00:23 2017	2	7	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		170	7	
21622	Tue Nov 07 11:00:32 2017	2	8	321::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	100	1	170	8	
21622	Tue Nov 07 11:00:50 2017	2	9	257::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	101	1	170	9	
21622	Tue Nov 07 11:01:10 2017	2	10	343::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	90	1	170	10	
21622	Tue Nov 07 11:01:51 2017	3	1	294::12	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	69	1	170	11	
21622	Tue Nov 07 11:02:10 2017	3	2	360::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	71	1	170	12	
21622	Tue Nov 07 11:02:29 2017	3	3	373::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	71	1	170	13	
21622	Tue Nov 07 11:02:48 2017	3	4	357::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	70	10	170	14	
21622	Tue Nov 07 11:03:07 2017	3	5	377::11	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	70	5	170	15	
21622	Tue Nov 07 11:03:26 2017	3	6	365::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	74	5	170	16	
21622	Tue Nov 07 11:03:45 2017	3	7	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		170	17	
21622	Tue Nov 07 11:03:53 2017	3	8	330::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	55	3	170	18	
21622	Tue Nov 07 11:04:12 2017	3	9	366::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	55	10	170	19	
21622	Tue Nov 07 11:04:31 2017	3	10	364::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	72	4	170	20	
21622	Tue Nov 07 11:04:50 2017	3	11	407::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	55	8	170	21	
21622	Tue Nov 07 11:05:09 2017	3	12	358::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	55	9	170	22	
21622	Tue Nov 07 11:05:29 2017	3	13	413::12	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	56	6	170	23	
21622	Tue Nov 07 11:05:47 2017	3	14	364::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	66	5	170	24	
21622	Tue Nov 07 11:06:05 2017	3	15	380::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	56	9	170	25	
21622	Tue Nov 07 11:06:24 2017	4	1	369::11	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	85	3	170	26	
21622	Tue Nov 07 11:06:41 2017	4	2	346::12	2253.59		0	1	0	0	0	0	0	1	0	0	0	1	1	77	2	170	27	
21622	Tue Nov 07 11:06:58 2017	4	3	299::10	2253.59		0	0	0	0	1	0	0	0	0	0	1	1	1	53	10	170	28	
21622	Tue Nov 07 11:07:17 2017	4	4	304::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	1	1	76	6	170	29	
21622	Tue Nov 07 11:07:36 2017	4	5	353::11	2253.59		0	0	0	0	0	1	0	0	0	0	1	1	1	54	7	170	30	
21622	Tue Nov 07 11:07:54 2017	4	6	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	1	1	999		170	31	
21622	Tue Nov 07 11:08:01 2017	4	7	364::10	2253.59		0	1	0	0	0	0	0	0	1	0	0	1	1	120	6	170	32	
21622	Tue Nov 07 11:08:21 2017	4	8	306::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	76	4	170	33	
21622	Tue Nov 07 11:08:40 2017	4	9	387::10	2253.59		0	1	0	0	0	1	0	0	0	0	0	1	1	56	4	170	34	
21622	Tue Nov 07 11:08:59 2017	4	10	348::10	2253.59		0	0	0	0	0	0	0	1	0	0	1	1	1	115	10	170	35	
21622	Tue Nov 07 11:09:18 2017	4	11	382::11	2253.59		0	1	0	0	0	0	1	0	0	0	0	1	1	91	5	170	36	
21622	Tue Nov 07 11:09:37 2017	4	12	339::10	2253.59		0	0	0	0	0	0	0	0	0	1	1	1	1	130	10	170	37	
21622	Tue Nov 07 11:09:55 2017	4	13	313::10	2253.59		0	1	0	0	0	1	0	0	0	0	0	1	1	53	5	170	38	
21622	Tue Nov 07 11:10:14 2017	4	14	390::10	2253.59		0	0	0	0	0	0	0	0	1	0	1	1	1	114	5	170	39	
21622	Tue Nov 07 11:10:33 2017	4	15	151::11	2253.59		0	1	0	1	0	0	0	0	0	0	0	1	1	999	8	170	40	
21622	Tue Nov 07 11:10:51 2017	4	16	346::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	87	5	170	41	
21622	Tue Nov 07 11:11:11 2017	4	17	320::10	2253.59		0	1	0	0	1	0	0	0	0	0	0	1	1	48	6	170	42	
21622	Tue Nov 07 11:11:29 2017	4	18	313::11	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	94	7	170	43	
21622	Tue Nov 07 11:11:47 2017	4	19	319::11	2253.59		0	1	0	0	1	0	0	0	0	0	0	1	1	71	7	170	44	
21622	Tue Nov 07 11:12:04 2017	4	20	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	1	1	999		170	45	
21622	Tue Nov 07 11:12:12 2017	4	21	330::11	2253.59		0	0	0	0	0	0	0	0	0	1	1	1	1	131	5	170	46	
21622	Tue Nov 07 11:12:32 2017	4	22	342::10	2253.59		0	1	0	0	0	0	0	0	0	1	0	1	1	131	6	170	47	
21622	Tue Nov 07 11:12:50 2017	4	23	264::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	87	5	170	48	
21622	Tue Nov 07 11:13:08 2017	4	24	228::10	2253.59		0	1	0	0	0	0	0	1	0	0	0	1	1	106	6	170	49	
21622	Tue Nov 07 11:13:26 2017	4	25	254::10	2253.59		0	0	0	1	0	0	0	0	0	0	1	1	1	44	4	170	50	
21622	Tue Nov 07 11:13:43 2017	4	26	332::10	2253.59		0	1	0	0	0	0	0	0	1	0	0	1	1	131	3	170	51	
