CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'14/06/2018 13:31:56';0001,000;'ACT:PROB';492982,119;0583,000;519136,600;26154,481;-0550,000;9999,000;9999,000;0021,000;1806141334,000
'14/06/2018 13:31:56';0002,000;'ACT:PROB';138374,328;0615,000;9699272,000;9560897,672;-0550,000;0032,000;0031,000;0027,000;1806141334,000
'14/06/2018 13:31:56';0003,000;'ACT:PROB';205871,064;0661,000;11541130,000;11335258,936;-0550,000;0063,000;0062,000;9999,000;1806141334,000
'14/06/2018 13:31:56';0004,000;'ACT:PROB';148031,150;0634,000;10599450,000;10451418,850;-0550,000;0047,000;0046,000;0042,000;1806141334,000
'14/06/2018 13:31:56';0005,000;'ACT:PROB';155377,316;0685,000;9732557,000;9577179,684;-0550,000;9999,000;9999,000;0071,000;1806141334,000
'14/06/2018 13:31:56';0006,000;'ACT:PROB';111826,147;0611,000;10978540,000;10866713,853;-0550,000;0023,000;0038,000;0036,000;1806141334,000
'14/06/2018 13:31:56';0007,000;'ACT:PROB';236179,612;0616,000;8634096,000;8397916,388;-0550,000;0036,000;0035,000;0029,000;1806141334,000
'14/06/2018 13:31:56';0008,000;'ACT:PROB';781135,476;0642,000;8896532,000;8115396,524;-0550,000;0055,000;0054,000;0045,000;1806141334,000
'14/06/2018 13:31:56';0009,000;'ACT:PROB';108227,298;0612,000;10931680,000;10823452,702;-0550,000;0037,000;0036,000;0035,000;1806141334,000
'14/06/2018 13:31:56';0010,000;'ACT:PROB';150530,603;0603,000;6716296,000;6565765,397;-0550,000;0026,000;0025,000;0021,000;1806141334,000
'14/06/2018 13:31:56';0011,000;'ACT:PROB';173471,295;0659,000;14527460,000;14353988,705;-0550,000;0080,000;0079,000;9999,000;1806141334,000
'14/06/2018 13:31:56';0012,000;'ACT:PROB';776215,610;0674,000;8814593,000;8038377,390;-0550,000;9999,000;9999,000;9999,000;1806141334,000
