CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'18/06/2018 8:58:46';0001,000;'ACT:PROB';149298,038;0722,000;3217365,000;3068066,962;-0550,000;9999,000;9999,000;0045,000;1806180859,000
'18/06/2018 8:58:46';0002,000;'ACT:PROB';180517,696;0622,000;2538957,000;2358439,304;-0550,000;0038,000;0037,000;0026,000;1806180859,000
'18/06/2018 8:58:46';0003,000;'ACT:PROB';271622,266;0684,000;4327621,000;4055998,734;-0550,000;9999,000;9999,000;0022,000;1806180859,000
'18/06/2018 8:58:46';0004,000;'ACT:PROB';939999,890;0627,000;6007400,000;5067400,110;-0550,000;0056,000;0055,000;0041,000;1806180859,000
'18/06/2018 8:58:46';0005,000;'ACT:PROB';310669,397;0630,000;4943420,000;4632750,603;-0550,000;0047,000;0046,000;0033,000;1806180859,000
'18/06/2018 8:58:46';0006,000;'ACT:PROB';771896,973;0622,000;3478794,000;2706897,027;-0550,000;0056,000;0055,000;0027,000;1806180859,000
'18/06/2018 8:58:46';0007,000;'ACT:PROB';1041143,313;0622,000;2571898,000;1530754,688;-0550,000;9999,000;9999,000;0037,000;1806180859,000
'18/06/2018 8:58:46';0008,000;'ACT:PROB';926163,268;0617,000;2513454,000;1587290,732;-0550,000;9999,000;9999,000;0033,000;1806180859,000
'18/06/2018 8:58:46';0009,000;'ACT:PROB';240868,862;0633,000;4416105,000;4175236,138;-0550,000;0053,000;0052,000;0040,000;1806180859,000
'18/06/2018 8:58:46';0010,000;'ACT:PROB';993059,530;0629,000;2843252,000;1850192,470;-0550,000;9999,000;9999,000;0032,000;1806180859,000
'18/06/2018 8:58:46';0011,000;'ACT:PROB';193684,782;0671,000;5026796,000;4833111,218;-0550,000;9999,000;9999,000;0057,000;1806180859,000
