CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'11/01/2018 10:07:37';0001,000;'ACT:PROB';251102,509;0703,000;334761,900;83659,391;-0550,000;9999,000;9999,000;0038,000;1801111008,000
'11/01/2018 10:07:37';0002,000;'ACT:PROB';338228,055;0609,000;2468133,000;2129904,945;-0550,000;0041,000;0040,000;0030,000;1801111008,000
'11/01/2018 10:07:37';0003,000;'ACT:PROB';200684,844;0631,000;2525394,000;2324709,156;-0550,000;0053,000;0052,000;0037,000;1801111008,000
'11/01/2018 10:07:37';0004,000;'ACT:PROB';264670,025;0611,000;3112150,000;2847479,975;-0550,000;0040,000;0039,000;0030,000;1801111008,000
'11/01/2018 10:07:37';0005,000;'ACT:PROB';186029,646;0605,000;2622101,000;2436071,354;-0550,000;0033,000;0032,000;0024,000;1801111008,000
'11/01/2018 10:07:37';0006,000;'ACT:PROB';240981,097;0611,000;2841041,000;2600059,903;-0550,000;0037,000;0036,000;0027,000;1801111008,000
'11/01/2018 10:07:37';0007,000;'ACT:PROB';244061,576;0611,000;1933841,000;1689779,424;-0550,000;0044,000;0043,000;0032,000;1801111008,000
'11/01/2018 10:07:37';0008,000;'ACT:PROB';228299,586;0673,000;2724640,000;2496340,414;-0550,000;9999,000;9999,000;9999,000;1801111008,000
'11/01/2018 10:07:37';0009,000;'ACT:PROB';176535,903;0622,000;3535425,000;3358889,097;-0550,000;0038,000;0037,000;0031,000;1801111008,000
'11/01/2018 10:07:37';0010,000;'ACT:PROB';175598,304;0616,000;2405593,000;2229994,696;-0550,000;0030,000;0029,000;9999,000;1801111008,000
'11/01/2018 10:07:37';0011,000;'ACT:PROB';242219,516;0668,000;2494403,000;2252183,484;-0550,000;9999,000;9999,000;9999,000;1801111008,000
'11/01/2018 10:07:37';0012,000;'ACT:PROB';278361,773;0659,000;3221322,000;2942960,227;-0550,000;9999,000;9999,000;0060,000;1801111008,000
