CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'14/06/2018 15:03:09';0001,000;'ACT:PROB';1182083,411;0730,000;1679283,000;497199,589;-0550,000;9999,000;9999,000;9999,000;1806141506,000
'14/06/2018 15:03:09';0002,000;'ACT:PROB';902293,018;0656,000;3392129,000;2489835,982;-0550,000;9999,000;9999,000;9999,000;1806141506,000
'14/06/2018 15:03:09';0003,000;'ACT:PROB';1129385,851;0621,000;2099671,000;970285,149;-0550,000;9999,000;9999,000;0040,000;1806141506,000
'14/06/2018 15:03:09';0004,000;'ACT:PROB';1162981,089;0618,000;2481179,000;1318197,911;-0550,000;9999,000;9999,000;0043,000;1806141506,000
'14/06/2018 15:03:09';0005,000;'ACT:PROB';1313526,042;0672,000;2094687,000;781160,958;-0550,000;9999,000;9999,000;0038,000;1806141506,000
'14/06/2018 15:03:09';0006,000;'ACT:PROB';1824759,339;0571,000;2174693,000;349933,661;-0550,000;9999,000;9999,000;9999,000;1806141506,000
'14/06/2018 15:03:09';0007,000;'ACT:PROB';852539,152;0627,000;1676029,000;823489,848;-0550,000;9999,000;9999,000;0045,000;1806141506,000
'14/06/2018 15:03:09';0008,000;'ACT:PROB';819663,673;0739,000;1968561,000;1148897,327;-0550,000;9999,000;9999,000;9999,000;1806141506,000
'14/06/2018 15:03:09';0009,000;'ACT:PROB';843283,917;0593,000;1432967,000;589683,083;-0550,000;9999,000;9999,000;9999,000;1806141506,000
'14/06/2018 15:03:09';0010,000;'ACT:PROB';879976,375;0629,000;2266497,000;1386520,625;-0550,000;9999,000;9999,000;0056,000;1806141506,000
'14/06/2018 15:03:09';0011,000;'ACT:PROB';932361,125;0682,000;1348901,000;416539,875;-0550,000;9999,000;9999,000;0060,000;1806141506,000
'14/06/2018 15:03:09';0012,000;'ACT:PROB';868068,536;0657,000;1962009,000;1093940,464;-0550,000;9999,000;9999,000;0056,000;1806141506,000
'14/06/2018 15:03:09';0013,000;'ACT:PROB';827402,652;0667,000;1869606,000;1042203,348;-0550,000;9999,000;9999,000;0027,000;1806141506,000
'14/06/2018 15:03:09';0014,000;'ACT:PROB';706919,955;0648,000;1890753,000;1183833,045;-0550,000;9999,000;9999,000;9999,000;1806141506,000
