CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'14/06/2018 15:47:20';0001,000;'ACT:PROB';591354,030;0701,000;5141318,000;4549963,970;-0550,000;9999,000;9999,000;0036,000;1806141548,000
'14/06/2018 15:47:20';0002,000;'ACT:PROB';570478,460;0612,000;3687291,000;3116812,540;-0550,000;0047,000;0046,000;0036,000;1806141548,000
'14/06/2018 15:47:20';0003,000;'ACT:PROB';120300,190;0627,000;2410881,000;2290580,810;-0550,000;0041,000;0040,000;0031,000;1806141548,000
'14/06/2018 15:47:20';0004,000;'ACT:PROB';970184,524;0714,000;1121020,000;150835,476;-0550,000;9999,000;9999,000;0039,000;1806141548,000
'14/06/2018 15:47:20';0005,000;'ACT:PROB';587167,777;0615,000;1456491,000;869323,223;-0550,000;9999,000;9999,000;0021,000;1806141548,000
'14/06/2018 15:47:20';0006,000;'ACT:PROB';642435,125;0617,000;4497784,000;3855348,875;-0550,000;0054,000;0053,000;0045,000;1806141548,000
'14/06/2018 15:47:20';0007,000;'ACT:PROB';417421,161;0721,000;1725178,000;1307756,839;-0550,000;9999,000;9999,000;9999,000;1806141548,000
'14/06/2018 15:47:20';0008,000;'ACT:PROB';514207,716;0631,000;1559387,000;1045179,284;-0550,000;0077,000;0076,000;0034,000;1806141548,000
'14/06/2018 15:47:20';0009,000;'ACT:PROB';98533,823;0607,000;763691,900;665158,077;-0550,000;0041,000;0040,000;0031,000;1806141548,000
'14/06/2018 15:47:20';0010,000;'ACT:PROB';408914,051;0629,000;4102429,000;3693514,949;-0550,000;0057,000;0056,000;0031,000;1806141548,000
'14/06/2018 15:47:20';0011,000;'ACT:PROB';837003,366;0677,000;1322630,000;485626,634;-0550,000;9999,000;9999,000;9999,000;1806141548,000
'14/06/2018 15:47:20';0012,000;'ACT:PROB';109185,776;0680,000;2959318,000;2850132,224;-0550,000;9999,000;9999,000;0050,000;1806141548,000
'14/06/2018 15:47:20';0013,000;'ACT:PROB';760041,214;0588,000;871329,300;111288,086;-0550,000;9999,000;9999,000;9999,000;1806141548,000
'14/06/2018 15:47:20';0014,000;'ACT:PROB';747384,833;0665,000;2071540,000;1324155,167;-0550,000;9999,000;9999,000;0067,000;1806141548,000
'14/06/2018 15:47:20';0015,000;'ACT:PROB';1488705,887;0656,000;1830858,000;342152,113;-0550,000;9999,000;9999,000;9999,000;1806141548,000
