CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'14/06/2018 13:41:04';0001,000;'ACT:PROB';186964,962;0724,000;362264,700;175299,738;-0550,000;9999,000;9999,000;9999,000;1806141341,000
'14/06/2018 13:41:04';0002,000;'ACT:PROB';171585,745;0719,000;13321120,000;13149534,255;-0550,000;9999,000;9999,000;0028,000;1806141341,000
'14/06/2018 13:41:04';0003,000;'ACT:PROB';198180,073;0635,000;10386330,000;10188149,927;-0550,000;0044,000;0043,000;0038,000;1806141341,000
'14/06/2018 13:41:04';0004,000;'ACT:PROB';239228,040;0734,000;15455160,000;15215931,960;-0550,000;9999,000;9999,000;0055,000;1806141341,000
'14/06/2018 13:41:04';0005,000;'ACT:PROB';271750,871;0681,000;11438080,000;11166329,129;-0550,000;0042,000;0041,000;0034,000;1806141341,000
'14/06/2018 13:41:04';0006,000;'ACT:PROB';254781,530;0638,000;10794500,000;10539718,470;-0550,000;0047,000;0046,000;0040,000;1806141341,000
'14/06/2018 13:41:04';0007,000;'ACT:PROB';383969,621;0682,000;14965680,000;14581710,379;-0550,000;0047,000;0046,000;9999,000;1806141341,000
'14/06/2018 13:41:04';0008,000;'ACT:PROB';228258,593;0692,000;9705327,000;9477068,407;-0550,000;9999,000;9999,000;0067,000;1806141341,000
'14/06/2018 13:41:04';0009,000;'ACT:PROB';223283,908;0683,000;12088470,000;11865186,092;-0550,000;0048,000;0047,000;0041,000;1806141341,000
'14/06/2018 13:41:04';0010,000;'ACT:PROB';278174,753;0646,000;8620118,000;8341943,247;-0550,000;0050,000;0049,000;9999,000;1806141341,000
'14/06/2018 13:41:04';0011,000;'ACT:PROB';158409,652;0696,000;383106,300;224696,648;-0550,000;9999,000;9999,000;0033,000;1806141341,000
'14/06/2018 13:41:04';0012,000;'ACT:PROB';328599,067;0718,000;17082770,000;16754170,933;-0550,000;9999,000;9999,000;9999,000;1806141341,000
'14/06/2018 13:41:04';0013,000;'ACT:PROB';474213,769;0729,000;13927010,000;13452796,231;-0550,000;9999,000;9999,000;0046,000;1806141341,000
'14/06/2018 13:41:04';0014,000;'ACT:PROB';268577,310;0674,000;821258,600;552681,290;-0550,000;9999,000;9999,000;9999,000;1806141341,000
'14/06/2018 13:41:04';0015,000;'ACT:PROB';185659,952;0732,000;11429020,000;11243360,048;-0550,000;9999,000;9999,000;0032,000;1806141341,000
'14/06/2018 13:41:04';0016,000;'ACT:PROB';383994,409;0635,000;7505682,000;7121687,591;-0550,000;0047,000;0046,000;0036,000;1806141341,000
'14/06/2018 13:41:04';0017,000;'ACT:PROB';189815,324;0640,000;10266730,000;10076914,676;-0550,000;0048,000;0047,000;0042,000;1806141341,000
'14/06/2018 13:41:04';0018,000;'ACT:PROB';269610,284;0619,000;261061,500;0000,000;-0550,000;9999,000;9999,000;0054,000;1806141341,000
'14/06/2018 13:41:04';0019,000;'ACT:PROB';1879155,030;0659,000;10789060,000;8909904,970;-0550,000;9999,000;9999,000;0064,000;1806141341,000
'14/06/2018 13:41:04';0020,000;'ACT:PROB';226802,506;0731,000;14180780,000;13953977,494;-0550,000;0049,000;9999,000;0031,000;1806141341,000
'14/06/2018 13:41:04';0021,000;'ACT:PROB';228869,374;0682,000;351043,200;122173,826;-0550,000;9999,000;9999,000;0069,000;1806141341,000
