CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'11/01/2018 9:52:22';0001,000;'ACT:PROB';309180,376;0659,000;525816,500;216636,124;-0550,000;9999,000;9999,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0002,000;'ACT:PROB';471322,628;0616,000;2219443,000;1748120,372;-0550,000;0055,000;0054,000;0041,000;1801110953,000
'11/01/2018 9:52:22';0003,000;'ACT:PROB';290618,129;0689,000;3464519,000;3173900,871;-0550,000;9999,000;9999,000;0037,000;1801110953,000
'11/01/2018 9:52:22';0004,000;'ACT:PROB';194890,503;0696,000;2063406,000;1868515,497;-0550,000;9999,000;9999,000;0046,000;1801110953,000
'11/01/2018 9:52:22';0005,000;'ACT:PROB';1085907,815;0607,000;1742828,000;656920,185;-0550,000;9999,000;9999,000;0032,000;1801110953,000
'11/01/2018 9:52:22';0006,000;'ACT:PROB';749576,771;0619,000;2695234,000;1945657,229;-0550,000;0061,000;0060,000;0042,000;1801110953,000
'11/01/2018 9:52:22';0007,000;'ACT:PROB';252257,269;0627,000;2800259,000;2548001,731;-0550,000;0050,000;0049,000;0045,000;1801110953,000
'11/01/2018 9:52:22';0008,000;'ACT:PROB';390136,192;0619,000;2252950,000;1862813,808;-0550,000;0053,000;0052,000;0036,000;1801110953,000
'11/01/2018 9:52:22';0009,000;'ACT:PROB';1358441,083;0670,000;2059635,000;701193,917;-0550,000;9999,000;9999,000;0025,000;1801110953,000
'11/01/2018 9:52:22';0010,000;'ACT:PROB';435454,484;0687,000;2295703,000;1860248,516;-0550,000;9999,000;9999,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0011,000;'ACT:PROB';667998,670;0730,000;2278958,000;1610959,330;-0550,000;9999,000;9999,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0012,000;'ACT:PROB';678509,625;0681,000;2647818,000;1969308,375;-0550,000;9999,000;9999,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0013,000;'ACT:PROB';383166,976;0635,000;3462517,000;3079350,024;-0550,000;0069,000;0068,000;0059,000;1801110953,000
'11/01/2018 9:52:22';0014,000;'ACT:PROB';237059,570;0665,000;3638843,000;3401783,430;-0550,000;0078,000;0077,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0015,000;'ACT:PROB';206254,122;0679,000;1479431,000;1273176,878;-0550,000;9999,000;9999,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0016,000;'ACT:PROB';212255,222;0744,000;2148614,000;1936358,778;-0550,000;9999,000;9999,000;0036,000;1801110953,000
'11/01/2018 9:52:22';0017,000;'ACT:PROB';171494,205;0693,000;4928744,000;4757249,795;-0550,000;0041,000;0071,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0018,000;'ACT:PROB';164739,342;0691,000;2182924,000;2018184,658;-0550,000;9999,000;9999,000;0041,000;1801110953,000
'11/01/2018 9:52:22';0019,000;'ACT:PROB';1931702,976;0638,000;2607813,000;676110,024;-0550,000;9999,000;9999,000;0064,000;1801110953,000
'11/01/2018 9:52:22';0020,000;'ACT:PROB';3473749,369;0626,000;3613350,000;139600,631;-0550,000;9999,000;9999,000;0037,000;1801110953,000
'11/01/2018 9:52:22';0021,000;'ACT:PROB';229967,924;0626,000;1870174,000;1640206,076;-0550,000;0057,000;0056,000;0046,000;1801110953,000
'11/01/2018 9:52:22';0022,000;'ACT:PROB';228884,501;0621,000;1572057,000;1343172,499;-0550,000;0055,000;0054,000;0041,000;1801110953,000
'11/01/2018 9:52:22';0023,000;'ACT:PROB';226132,488;0652,000;1606453,000;1380320,512;-0550,000;0070,000;0069,000;0058,000;1801110953,000
'11/01/2018 9:52:22';0024,000;'ACT:PROB';202237,904;0635,000;2263712,000;2061474,096;-0550,000;0065,000;0064,000;0053,000;1801110953,000
'11/01/2018 9:52:22';0025,000;'ACT:PROB';139392,037;0671,000;2366693,000;2227300,963;-0550,000;9999,000;9999,000;0043,000;1801110953,000
'11/01/2018 9:52:22';0026,000;'ACT:PROB';158107,549;0668,000;1679773,000;1521665,451;-0550,000;9999,000;9999,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0027,000;'ACT:PROB';148092,218;0721,000;3239166,000;3091073,782;-0550,000;9999,000;9999,000;0023,000;1801110953,000
'11/01/2018 9:52:22';0028,000;'ACT:PROB';149776,342;0731,000;834732,000;684955,658;-0550,000;9999,000;9999,000;0025,000;1801110953,000
'11/01/2018 9:52:22';0029,000;'ACT:PROB';924172,688;0677,000;1615425,000;691252,313;-0550,000;9999,000;9999,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0030,000;'ACT:PROB';177786,096;0626,000;2771975,000;2594188,904;-0550,000;0044,000;0043,000;0035,000;1801110953,000
'11/01/2018 9:52:22';0031,000;'ACT:PROB';132295,155;0693,000;5233524,000;5101228,845;-0550,000;0077,000;0076,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0032,000;'ACT:PROB';414086,589;0645,000;1324906,000;910819,411;-0550,000;9999,000;9999,000;9999,000;1801110953,000
'11/01/2018 9:52:22';0033,000;'ACT:PROB';490210,753;0667,000;4105359,000;3615148,247;-0550,000;9999,000;9999,000;0071,000;1801110953,000
'11/01/2018 9:52:22';0034,000;'ACT:PROB';201344,698;0740,000;1630806,000;1429461,302;-0550,000;9999,000;9999,000;0048,000;1801110953,000
