CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'11/01/2018 10:37:09';0001,000;'ACT:PROB';244697,162;0694,000;786189,000;541491,838;-0550,000;9999,000;9999,000;0029,000;1801111037,000
'11/01/2018 10:37:09';0002,000;'ACT:PROB';1063961,735;0631,000;5530143,000;4466181,265;-0550,000;0067,000;0066,000;0061,000;1801111037,000
'11/01/2018 10:37:09';0003,000;'ACT:PROB';167874,261;0658,000;9532440,000;9364565,739;-0550,000;0069,000;0068,000;0062,000;1801111037,000
'11/01/2018 10:37:09';0004,000;'ACT:PROB';203927,773;0625,000;12017300,000;11813372,227;-0550,000;0037,000;0036,000;0032,000;1801111037,000
'11/01/2018 10:37:09';0005,000;'ACT:PROB';308585,935;0690,000;7390605,000;7082019,065;-0550,000;9999,000;9999,000;0067,000;1801111037,000
'11/01/2018 10:37:09';0006,000;'ACT:PROB';186595,187;0623,000;3631253,000;3444657,813;-0550,000;0046,000;0045,000;0039,000;1801111037,000
'11/01/2018 10:37:09';0007,000;'ACT:PROB';187196,833;0625,000;13922860,000;13735663,167;-0550,000;0037,000;0036,000;0031,000;1801111037,000
'11/01/2018 10:37:09';0008,000;'ACT:PROB';147903,619;0630,000;5961572,000;5813668,381;-0550,000;0042,000;0041,000;0036,000;1801111037,000
'11/01/2018 10:37:09';0009,000;'ACT:PROB';154362,129;0632,000;7207820,000;7053457,871;-0550,000;0047,000;0046,000;0040,000;1801111037,000
'11/01/2018 10:37:09';0010,000;'ACT:PROB';192725,740;0635,000;7366577,000;7173851,260;-0550,000;0048,000;0047,000;0041,000;1801111037,000
'11/01/2018 10:37:09';0011,000;'ACT:PROB';182366,379;0698,000;15112840,000;14930473,621;-0550,000;9999,000;9999,000;0052,000;1801111037,000
'11/01/2018 10:37:09';0012,000;'ACT:PROB';171415,215;0698,000;16486000,000;16314584,785;-0550,000;9999,000;9999,000;0054,000;1801111037,000
