CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'11/01/2018 12:04:13';0001,000;'ACT:PROB';315060,313;0721,000;2704996,000;2389935,688;-0550,000;9999,000;9999,000;0043,000;1801111204,000
'11/01/2018 12:04:13';0002,000;'ACT:PROB';148778,499;0619,000;2838912,000;2690133,501;-0550,000;0048,000;0047,000;0041,000;1801111204,000
'11/01/2018 12:04:13';0003,000;'ACT:PROB';159029,194;0627,000;4523354,000;4364324,806;-0550,000;0043,000;0042,000;0036,000;1801111204,000
'11/01/2018 12:04:13';0004,000;'ACT:PROB';161021,068;0683,000;9905728,000;9744706,932;-0550,000;9999,000;9999,000;0065,000;1801111204,000
'11/01/2018 12:04:13';0005,000;'ACT:PROB';737672,259;0683,000;3775962,000;3038289,741;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0006,000;'ACT:PROB';173525,644;0629,000;2803022,000;2629496,356;-0550,000;0061,000;0060,000;0054,000;1801111204,000
'11/01/2018 12:04:13';0007,000;'ACT:PROB';206554,857;0622,000;6177910,000;5971355,143;-0550,000;0042,000;0041,000;0031,000;1801111204,000
'11/01/2018 12:04:13';0008,000;'ACT:PROB';158485,415;0678,000;2952167,000;2793681,585;-0550,000;0067,000;0066,000;0054,000;1801111204,000
'11/01/2018 12:04:13';0009,000;'ACT:PROB';178139,384;0682,000;3885109,000;3706969,616;-0550,000;9999,000;9999,000;0046,000;1801111204,000
'11/01/2018 12:04:13';0010,000;'ACT:PROB';211441,088;0614,000;3011244,000;2799802,912;-0550,000;0044,000;0043,000;0037,000;1801111204,000
'11/01/2018 12:04:13';0011,000;'ACT:PROB';211307,246;0690,000;7047788,000;6836480,754;-0550,000;9999,000;9999,000;0071,000;1801111204,000
'11/01/2018 12:04:13';0012,000;'ACT:PROB';152221,092;0667,000;2722748,000;2570526,908;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0013,000;'ACT:PROB';477597,138;0708,000;9370198,000;8892600,862;-0550,000;0028,000;0061,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0014,000;'ACT:PROB';144075,249;0638,000;2768492,000;2624416,751;-0550,000;0070,000;0069,000;0064,000;1801111204,000
'11/01/2018 12:04:13';0015,000;'ACT:PROB';913332,762;0701,000;6051522,000;5138189,238;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0016,000;'ACT:PROB';203581,225;0658,000;3897877,000;3694295,775;-0550,000;0076,000;0075,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0017,000;'ACT:PROB';181620,481;0649,000;2983790,000;2802169,519;-0550,000;0080,000;0079,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0018,000;'ACT:PROB';230022,417;0677,000;2753118,000;2523095,583;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0019,000;'ACT:PROB';138936,255;0682,000;3475042,000;3336105,745;-0550,000;0038,000;0037,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0020,000;'ACT:PROB';209032,939;0676,000;1838494,000;1629461,061;-0550,000;9999,000;9999,000;0047,000;1801111204,000
'11/01/2018 12:04:13';0021,000;'ACT:PROB';181220,428;0654,000;1439667,000;1258446,572;-0550,000;0078,000;0077,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0022,000;'ACT:PROB';1428928,429;0715,000;4612215,000;3183286,571;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0023,000;'ACT:PROB';110435,358;0669,000;2021192,000;1910756,642;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0024,000;'ACT:PROB';155435,357;0731,000;2867750,000;2712314,643;-0550,000;9999,000;9999,000;0035,000;1801111204,000
'11/01/2018 12:04:13';0025,000;'ACT:PROB';274802,147;0670,000;3579347,000;3304544,853;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0026,000;'ACT:PROB';185357,243;0612,000;1221052,000;1035694,757;-0550,000;0051,000;0050,000;0041,000;1801111204,000
'11/01/2018 12:04:13';0027,000;'ACT:PROB';121565,862;0691,000;9074004,000;8952438,138;-0550,000;0031,000;0030,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0028,000;'ACT:PROB';111124,230;0702,000;3875391,000;3764266,770;-0550,000;9999,000;9999,000;0052,000;1801111204,000
'11/01/2018 12:04:13';0029,000;'ACT:PROB';923452,741;0706,000;5460239,000;4536786,259;-0550,000;9999,000;9999,000;0049,000;1801111204,000
'11/01/2018 12:04:13';0030,000;'ACT:PROB';2103740,071;0705,000;2649585,000;545844,929;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0031,000;'ACT:PROB';250661,249;0728,000;2217629,000;1966967,751;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0032,000;'ACT:PROB';199025,597;0667,000;2464305,000;2265279,403;-0550,000;9999,000;9999,000;0069,000;1801111204,000
'11/01/2018 12:04:13';0033,000;'ACT:PROB';605163,979;0655,000;2404236,000;1799072,021;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0034,000;'ACT:PROB';450649,369;0663,000;4761322,000;4310672,631;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0035,000;'ACT:PROB';245653,808;0687,000;2570596,000;2324942,192;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0036,000;'ACT:PROB';899650,890;0658,000;3648718,000;2749067,110;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0037,000;'ACT:PROB';105926,081;0658,000;6146671,000;6040744,919;-0550,000;0069,000;0068,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0038,000;'ACT:PROB';218606,057;0621,000;3889974,000;3671367,943;-0550,000;0041,000;0040,000;0032,000;1801111204,000
'11/01/2018 12:04:13';0039,000;'ACT:PROB';132041,704;0652,000;2549169,000;2417127,296;-0550,000;9999,000;9999,000;0052,000;1801111204,000
'11/01/2018 12:04:13';0040,000;'ACT:PROB';134582,839;0661,000;1505582,000;1370999,161;-0550,000;9999,000;9999,000;0060,000;1801111204,000
'11/01/2018 12:04:13';0041,000;'ACT:PROB';658474,815;0640,000;5847751,000;5189276,185;-0550,000;0067,000;0066,000;0044,000;1801111204,000
'11/01/2018 12:04:13';0042,000;'ACT:PROB';124017,772;0674,000;8405845,000;8281827,228;-0550,000;9999,000;9999,000;0054,000;1801111204,000
'11/01/2018 12:04:13';0043,000;'ACT:PROB';107344,261;0690,000;8765349,000;8658004,739;-0550,000;0046,000;0045,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0044,000;'ACT:PROB';704860,631;0657,000;3481637,000;2776776,369;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0045,000;'ACT:PROB';217157,542;0684,000;4332599,000;4115441,458;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0046,000;'ACT:PROB';196978,228;0676,000;3429273,000;3232294,772;-0550,000;9999,000;9999,000;0050,000;1801111204,000
'11/01/2018 12:04:13';0047,000;'ACT:PROB';113504,666;0664,000;8627145,000;8513640,334;-0550,000;0077,000;0076,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0048,000;'ACT:PROB';288880,552;0663,000;3779299,000;3490418,448;-0550,000;0046,000;0045,000;0027,000;1801111204,000
'11/01/2018 12:04:13';0049,000;'ACT:PROB';783883,220;0700,000;5107427,000;4323543,780;-0550,000;9999,000;9999,000;0031,000;1801111204,000
'11/01/2018 12:04:13';0050,000;'ACT:PROB';262462,756;0711,000;3942199,000;3679736,244;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0051,000;'ACT:PROB';3259691,631;0602,000;2931072,000;0000,000;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0052,000;'ACT:PROB';173225,606;0690,000;2846950,000;2673724,394;-0550,000;0047,000;0046,000;0022,000;1801111204,000
'11/01/2018 12:04:13';0053,000;'ACT:PROB';1819385,792;0646,000;3474456,000;1655070,208;-0550,000;9999,000;9999,000;0044,000;1801111204,000
'11/01/2018 12:04:13';0054,000;'ACT:PROB';509733,162;0620,000;1294758,000;785024,838;-0550,000;9999,000;9999,000;9999,000;1801111204,000
'11/01/2018 12:04:13';0055,000;'ACT:PROB';157346,699;0678,000;10266500,000;10109153,301;-0550,000;9999,000;9999,000;0028,000;1801111204,000
