CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'14/06/2018 15:11:11';0001,000;'ACT:PROB';204769,583;0724,000;2257751,000;2052981,417;-0550,000;9999,000;9999,000;0032,000;1806141511,000
'14/06/2018 15:11:11';0002,000;'ACT:PROB';192802,461;0633,000;1637923,000;1445120,539;-0550,000;0053,000;0052,000;0033,000;1806141511,000
'14/06/2018 15:11:11';0003,000;'ACT:PROB';251662,044;0666,000;1534975,000;1283312,956;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0004,000;'ACT:PROB';207689,315;0684,000;1240055,000;1032365,685;-0550,000;9999,000;9999,000;0069,000;1806141511,000
'14/06/2018 15:11:11';0005,000;'ACT:PROB';209121,741;0632,000;761847,400;552725,659;-0550,000;0070,000;0069,000;0032,000;1806141511,000
'14/06/2018 15:11:11';0006,000;'ACT:PROB';174150,699;0617,000;1711909,000;1537758,301;-0550,000;0049,000;0048,000;0039,000;1806141511,000
'14/06/2018 15:11:11';0007,000;'ACT:PROB';173447,770;0626,000;1332280,000;1158832,230;-0550,000;0061,000;0060,000;0050,000;1806141511,000
'14/06/2018 15:11:11';0008,000;'ACT:PROB';212813,422;0615,000;1982022,000;1769208,578;-0550,000;0041,000;0040,000;0025,000;1806141511,000
'14/06/2018 15:11:11';0009,000;'ACT:PROB';976833,039;0646,000;2601430,000;1624596,961;-0550,000;9999,000;9999,000;0058,000;1806141511,000
'14/06/2018 15:11:11';0010,000;'ACT:PROB';146152,708;0624,000;2000432,000;1854279,292;-0550,000;0049,000;0048,000;0041,000;1806141511,000
'14/06/2018 15:11:11';0011,000;'ACT:PROB';535644,262;0672,000;5125315,000;4589670,738;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0012,000;'ACT:PROB';195685,561;0690,000;1374334,000;1178648,439;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0013,000;'ACT:PROB';286040,430;0673,000;2043252,000;1757211,570;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0014,000;'ACT:PROB';563935,162;0650,000;2731655,000;2167719,838;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0015,000;'ACT:PROB';203521,048;0660,000;5765397,000;5561875,952;-0550,000;0078,000;0077,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0016,000;'ACT:PROB';162432,714;0738,000;2764664,000;2602231,286;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0017,000;'ACT:PROB';211159,142;0618,000;1552069,000;1340909,858;-0550,000;0049,000;0048,000;0035,000;1806141511,000
'14/06/2018 15:11:11';0018,000;'ACT:PROB';192279,481;0623,000;1736169,000;1543889,519;-0550,000;0053,000;0052,000;0041,000;1806141511,000
'14/06/2018 15:11:11';0019,000;'ACT:PROB';217516,049;0663,000;205556,900;0000,000;-0550,000;9999,000;9999,000;0021,000;1806141511,000
'14/06/2018 15:11:11';0020,000;'ACT:PROB';192320,580;0662,000;3860527,000;3668206,420;-0550,000;9999,000;9999,000;0023,000;1806141511,000
'14/06/2018 15:11:11';0021,000;'ACT:PROB';392865,696;0688,000;1636148,000;1243282,304;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0022,000;'ACT:PROB';278309,629;0676,000;4436647,000;4158337,371;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0023,000;'ACT:PROB';174751,492;0652,000;1538697,000;1363945,508;-0550,000;0040,000;0077,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0024,000;'ACT:PROB';143014,913;0667,000;1552465,000;1409450,087;-0550,000;9999,000;9999,000;0041,000;1806141511,000
'14/06/2018 15:11:11';0025,000;'ACT:PROB';175058,042;0709,000;160031,700;0000,000;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0026,000;'ACT:PROB';127777,157;0660,000;2058657,000;1930879,843;-0550,000;9999,000;9999,000;0035,000;1806141511,000
'14/06/2018 15:11:11';0027,000;'ACT:PROB';225792,326;0614,000;1778564,000;1552771,674;-0550,000;0045,000;0044,000;0034,000;1806141511,000
'14/06/2018 15:11:11';0028,000;'ACT:PROB';234473,134;0622,000;1522794,000;1288320,866;-0550,000;0056,000;0055,000;0045,000;1806141511,000
'14/06/2018 15:11:11';0029,000;'ACT:PROB';206151,821;0642,000;340968,100;134816,279;-0550,000;9999,000;9999,000;0044,000;1806141511,000
'14/06/2018 15:11:11';0030,000;'ACT:PROB';139176,138;0614,000;2352885,000;2213708,862;-0550,000;0045,000;0044,000;0038,000;1806141511,000
'14/06/2018 15:11:11';0031,000;'ACT:PROB';160312,116;0645,000;1075745,000;915432,884;-0550,000;0079,000;0078,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0032,000;'ACT:PROB';152576,796;0681,000;1629401,000;1476824,204;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0033,000;'ACT:PROB';305941,688;0656,000;2077458,000;1771516,313;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0034,000;'ACT:PROB';157667,092;0697,000;2641516,000;2483848,908;-0550,000;9999,000;9999,000;9999,000;1806141511,000
'14/06/2018 15:11:11';0035,000;'ACT:PROB';1163329,256;0673,000;2850139,000;1686809,744;-0550,000;9999,000;9999,000;9999,000;1806141511,000
