version	timestamp	block number	trial number	lost msec	free VRAM	trial contents	US	Startle_Circle	Startle_ITI	C4	C5	C6	C7	C8	C9	C10	No_Startle	Generalization_Block	No_US	Size	US_expect	US_Intensity	Total_trial_nr	
21622	Tue Nov 07 18:38:23 2017	2	1	121::39	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	999	4	320	1	
21622	Tue Nov 07 18:38:43 2017	2	2	237::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	71	4	320	2	
21622	Tue Nov 07 18:39:03 2017	2	3	209::11	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	72	5	320	3	
21622	Tue Nov 07 18:39:23 2017	2	4	206::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	83	6	320	4	
21622	Tue Nov 07 18:39:42 2017	2	5	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		320	5	
21622	Tue Nov 07 18:39:52 2017	2	6	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		320	6	
21622	Tue Nov 07 18:39:59 2017	2	7	265::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	82	3	320	7	
21622	Tue Nov 07 18:40:19 2017	2	8	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		320	8	
21622	Tue Nov 07 18:40:27 2017	2	9	269::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	80	6	320	9	
21622	Tue Nov 07 18:40:45 2017	2	10	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		320	10	
21622	Tue Nov 07 18:41:19 2017	3	1	262::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	77	6	320	11	
21622	Tue Nov 07 18:41:37 2017	3	2	254::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	77	6	320	12	
21622	Tue Nov 07 18:41:55 2017	3	3	212::11	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	71	7	320	13	
21622	Tue Nov 07 18:42:12 2017	3	4	259::12	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	70	6	320	14	
21622	Tue Nov 07 18:42:32 2017	3	5	268::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	69	6	320	15	
21622	Tue Nov 07 18:42:50 2017	3	6	280::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	69	8	320	16	
21622	Tue Nov 07 18:43:08 2017	3	7	246::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	69	4	320	17	
21622	Tue Nov 07 18:43:26 2017	3	8	284::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	69	5	320	18	
21622	Tue Nov 07 18:43:44 2017	3	9	295::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	71	8	320	19	
21622	Tue Nov 07 18:44:03 2017	3	10	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		320	20	
21622	Tue Nov 07 18:44:13 2017	3	11	216::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	73	7	320	21	
21622	Tue Nov 07 18:44:31 2017	3	12	263::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	69	7	320	22	
21622	Tue Nov 07 18:44:50 2017	3	13	338::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	69	8	320	23	
21622	Tue Nov 07 18:45:08 2017	3	14	313::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	69	4	320	24	
21622	Tue Nov 07 18:45:25 2017	3	15	312::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	69	7	320	25	
21622	Tue Nov 07 18:45:43 2017	4	1	537::10	2253.59		0	0	0	0	0	0	0	1	0	0	1	1	1	86	5	320	26	
21622	Tue Nov 07 18:46:02 2017	4	2	341::12	2253.59		0	1	0	0	0	0	0	0	0	1	0	1	1	108	7	320	27	
21622	Tue Nov 07 18:46:19 2017	4	3	467::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	72	6	320	28	
21622	Tue Nov 07 18:46:38 2017	4	4	275::10	2253.59		0	1	0	0	1	0	0	0	0	0	0	1	1	59	4	320	29	
21622	Tue Nov 07 18:46:58 2017	4	5	316::10	2253.59		0	0	0	0	0	1	0	0	0	0	1	1	1	68	7	320	30	
21622	Tue Nov 07 18:47:17 2017	4	6	250::11	2253.59		0	1	0	0	1	0	0	0	0	0	0	1	1	60	3	320	31	
21622	Tue Nov 07 18:47:35 2017	4	7	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	1	1	999		320	32	
21622	Tue Nov 07 18:47:42 2017	4	8	253::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	84	8	320	33	
21622	Tue Nov 07 18:48:02 2017	4	9	827::10	2253.59		0	1	0	0	0	0	0	0	0	1	0	1	1	116	4	320	34	
21622	Tue Nov 07 18:48:20 2017	4	10	254::10	2253.59		0	0	0	0	0	1	0	0	0	0	1	1	1	59	6	320	35	
21622	Tue Nov 07 18:48:38 2017	4	11	284::10	2253.59		0	1	0	1	0	0	0	0	0	0	0	1	1	49	7	320	36	
21622	Tue Nov 07 18:48:57 2017	4	12	297::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	85	7	320	37	
21622	Tue Nov 07 18:49:16 2017	4	13	338::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	1	1	90	7	320	38	
21622	Tue Nov 07 18:49:34 2017	4	14	445::10	2253.59		0	0	0	0	0	0	0	0	1	0	1	1	1	111	8	320	39	
21622	Tue Nov 07 18:49:53 2017	4	15	221::10	2253.59		0	1	0	0	0	0	0	0	1	0	0	1	1	104	7	320	40	
21622	Tue Nov 07 18:50:11 2017	4	16	457::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	86	5	320	41	
21622	Tue Nov 07 18:50:28 2017	4	17	315::10	2253.59		0	1	0	0	0	1	0	0	0	0	0	1	1	71	4	320	42	
21622	Tue Nov 07 18:50:45 2017	4	18	510::10	2253.59		0	0	0	0	0	0	0	0	0	1	1	1	1	120	7	320	43	
21622	Tue Nov 07 18:51:04 2017	4	19	442::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	1	1	80	5	320	44	
21622	Tue Nov 07 18:51:22 2017	4	20	517::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	72	5	320	45	
21622	Tue Nov 07 18:51:39 2017	4	21	478::10	2253.59		0	1	0	1	0	0	0	0	0	0	0	1	1	51	7	320	46	
21622	Tue Nov 07 18:51:58 2017	4	22	332::10	2253.59		0	0	0	0	1	0	0	0	0	0	1	1	1	74	7	320	47	
21622	Tue Nov 07 18:52:17 2017	4	23	352::10	2253.59		0	1	0	0	0	0	0	0	1	0	0	1	1	118	6	320	48	
21622	Tue Nov 07 18:52:35 2017	4	24	308::11	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	82	7	320	49	
21622	Tue Nov 07 18:52:55 2017	4	25	456::10	2253.59		0	1	0	0	0	0	0	1	0	0	0	1	1	99	7	320	50	
21622	Tue Nov 07 18:53:13 2017	4	26	578::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	86	8	320	51	
21622	Tue Nov 07 18:53:30 2017	4	27	367::10	2253.59		0	1	0	0	0	1	0	0	0	0	0	1	1	80	4	320	52	
21622	Tue Nov 07 18:53:49 2017	4	28	344::10	2253.59		0	0	0	0	1	0	0	0	0	0	1	1	1	61	7	320	53	
21622	Tue Nov 07 18:54:07 2017	4	29	313::10	2253.59		0	1	0	0	0	0	0	1	0	0	0	1	1	101	7	320	54	
21622	Tue Nov 07 18:54:25 2017	4	30	639::10	2253.59		0	0	0	0	0	0	0	0	0	1	1	1	1	122	6	320	55	
21622	Tue Nov 07 18:54:44 2017	4	31	483::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	1	0	79	7	320	56	
21622	Tue Nov 07 18:55:02 2017	4	32	275::11	2253.59		0	0	0	0	0	0	0	1	0	0	1	1	1	90	4	320	57	
21622	Tue Nov 07 18:55:20 2017	4	33	2::2	2253.59		0	0	1	0	0	0	0	0	0	0	0	1	1	999		320	58	
21622	Tue Nov 07 18:55:28 2017	4	34	270::10	2253.59		0	0	0	1	0	0	0	0	0	0	1	1	1	53	6	320	59	
21622	Tue Nov 07 18:55:47 2017	4	35	339::12	2253.59		1	1	0	0	0	0	1	0	0	0	0	1	0	87	7	320	60	
21622	Tue Nov 07 18:56:06 2017	4	36	452::10	2253.59		0	0	0	1	0	0	0	0	0	0	1	1	1	57	4	320	61	
21622	Tue Nov 07 18:56:26 2017	4	37	683::10	2253.59		0	0	0	0	0	0	0	0	1	0	1	1	1	106	4	320	62	
21622	Tue Nov 07 18:56:44 2017	4	38	622::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	81	6	320	63	
21622	Tue Nov 07 19:00:09 2017	5	1	209::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	83	5	320	64	
21622	Tue Nov 07 19:00:27 2017	5	2	300::11	2253.59		0	1	0	0	0	0	1	0	0	0	0	1	1	90	7	320	65	
21622	Tue Nov 07 19:00:47 2017	5	3	301::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	92	7	320	66	
21622	Tue Nov 07 19:01:05 2017	5	4	300::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	1	1	85	4	320	67	
21622	Tue Nov 07 19:01:23 2017	5	5	317::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	82	7	320	68	
21622	Tue Nov 07 19:01:42 2017	5	6	344::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	83	4	320	69	
21622	Tue Nov 07 19:02:00 2017	5	7	299::11	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	86	4	320	70	
21622	Tue Nov 07 19:02:18 2017	5	8	334::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	1	1	82	5	320	71	
21622	Tue Nov 07 19:02:38 2017	5	9	334::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	1	0	90	4	320	72	
21622	Tue Nov 07 19:02:55 2017	5	10	350::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	1	0	91	3	320	73	
21622	Tue Nov 07 19:03:14 2017	6	1	508::12	2253.59		0	1	0	0	0	0	0	0	1	0	0	1	1	109	5	320	74	
21622	Tue Nov 07 19:03:34 2017	6	2	348::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	81	7	320	75	
21622	Tue Nov 07 19:03:52 2017	6	3	318::11	2253.59		0	1	0	0	0	0	0	0	1	0	0	1	1	100	7	320	76	
21622	Tue Nov 07 19:04:12 2017	6	4	318::10	2253.59		0	0	0	0	0	1	0	0	0	0	1	1	1	70	4	320	77	
21622	Tue Nov 07 19:04:30 2017	6	5	495::10	2253.59		0	1	0	0	1	0	0	0	0	0	0	1	1	59	7	320	78	
21622	Tue Nov 07 19:04:47 2017	6	6	762::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	1	0	93	7	320	79	
21622	Tue Nov 07 19:05:05 2017	6	7	305::10	2253.59		0	1	0	0	0	1	0	0	0	0	0	1	1	84	6	320	80	
21622	Tue Nov 07 19:05:23 2017	6	8	606::10	2253.59		0	0	0	0	0	0	0	0	1	0	1	1	1	105	7	320	81	
