CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'14/06/2018 15:42:28';0001,000;'ACT:PROB';203525,480;0647,000;328138,100;124612,620;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0002,000;'ACT:PROB';172867,665;0653,000;1056002,000;883134,335;-0550,000;0068,000;0067,000;0050,000;1806141543,000
'14/06/2018 15:42:28';0003,000;'ACT:PROB';213000,281;0673,000;1139166,000;926165,719;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0004,000;'ACT:PROB';233650,656;0639,000;839242,500;605591,844;-0550,000;0078,000;0077,000;0049,000;1806141543,000
'14/06/2018 15:42:28';0005,000;'ACT:PROB';530777,240;0610,000;4617867,000;4087089,760;-0550,000;0042,000;0041,000;0031,000;1806141543,000
'14/06/2018 15:42:28';0006,000;'ACT:PROB';1066895,682;0625,000;4397968,000;3331072,318;-0550,000;0063,000;0062,000;0029,000;1806141543,000
'14/06/2018 15:42:28';0007,000;'ACT:PROB';247651,934;0625,000;669798,300;422146,366;-0550,000;9999,000;9999,000;0052,000;1806141543,000
'14/06/2018 15:42:28';0008,000;'ACT:PROB';358849,942;0653,000;1528767,000;1169917,058;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0009,000;'ACT:PROB';188286,464;0609,000;982255,100;793968,636;-0550,000;0047,000;0046,000;0034,000;1806141543,000
'14/06/2018 15:42:28';0010,000;'ACT:PROB';593757,688;0723,000;1140044,000;546286,313;-0550,000;9999,000;9999,000;0031,000;1806141543,000
'14/06/2018 15:42:28';0011,000;'ACT:PROB';271555,685;0726,000;3313289,000;3041733,315;-0550,000;9999,000;9999,000;0028,000;1806141543,000
'14/06/2018 15:42:28';0012,000;'ACT:PROB';354457,162;0650,000;6814872,000;6460414,838;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0013,000;'ACT:PROB';748116,920;0652,000;7361715,000;6613598,080;-0550,000;0075,000;0074,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0014,000;'ACT:PROB';562174,027;0691,000;681430,600;119256,573;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0015,000;'ACT:PROB';223938,934;0664,000;757847,500;533908,566;-0550,000;9999,000;9999,000;0022,000;1806141543,000
'14/06/2018 15:42:28';0016,000;'ACT:PROB';397709,818;0626,000;1979377,000;1581667,182;-0550,000;0055,000;0054,000;0027,000;1806141543,000
'14/06/2018 15:42:28';0017,000;'ACT:PROB';190730,869;0710,000;3211577,000;3020846,131;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0018,000;'ACT:PROB';220710,423;0706,000;1393609,000;1172898,577;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0019,000;'ACT:PROB';284032,765;0641,000;2025801,000;1741768,235;-0550,000;0074,000;0073,000;0058,000;1806141543,000
'14/06/2018 15:42:28';0020,000;'ACT:PROB';214570,513;0616,000;819820,800;605250,287;-0550,000;0059,000;9999,000;0046,000;1806141543,000
'14/06/2018 15:42:28';0021,000;'ACT:PROB';229258,295;0660,000;997657,000;768398,705;-0550,000;9999,000;9999,000;0065,000;1806141543,000
'14/06/2018 15:42:28';0022,000;'ACT:PROB';269830,972;0657,000;756710,700;486879,728;-0550,000;9999,000;9999,000;0062,000;1806141543,000
'14/06/2018 15:42:28';0023,000;'ACT:PROB';793455,622;0670,000;630070,000;0000,000;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0024,000;'ACT:PROB';3102711,417;0701,000;4294028,000;1191316,583;-0550,000;9999,000;9999,000;0039,000;1806141543,000
'14/06/2018 15:42:28';0025,000;'ACT:PROB';352427,068;0710,000;874156,300;521729,232;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0026,000;'ACT:PROB';166674,221;0721,000;429635,200;262960,979;-0550,000;9999,000;9999,000;0026,000;1806141543,000
'14/06/2018 15:42:28';0027,000;'ACT:PROB';637356,827;0680,000;2898920,000;2261563,173;-0550,000;9999,000;9999,000;0057,000;1806141543,000
'14/06/2018 15:42:28';0028,000;'ACT:PROB';214041,807;0736,000;2613202,000;2399160,193;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0029,000;'ACT:PROB';229736,325;0664,000;888974,100;659237,775;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0030,000;'ACT:PROB';174658,336;0676,000;473675,900;299017,564;-0550,000;9999,000;9999,000;0023,000;1806141543,000
'14/06/2018 15:42:28';0031,000;'ACT:PROB';249105,626;0655,000;432404,400;183298,774;-0550,000;9999,000;9999,000;0064,000;1806141543,000
'14/06/2018 15:42:28';0032,000;'ACT:PROB';935317,842;0608,000;1040878,000;105560,158;-0550,000;9999,000;9999,000;0037,000;1806141543,000
'14/06/2018 15:42:28';0033,000;'ACT:PROB';147222,153;0720,000;441497,900;294275,747;-0550,000;9999,000;9999,000;0023,000;1806141543,000
'14/06/2018 15:42:28';0034,000;'ACT:PROB';234076,422;0600,000;550112,400;316035,978;-0550,000;9999,000;9999,000;0029,000;1806141543,000
'14/06/2018 15:42:28';0035,000;'ACT:PROB';251154,569;0714,000;1042366,000;791211,431;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0036,000;'ACT:PROB';1061180,616;0664,000;785998,700;0000,000;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0037,000;'ACT:PROB';412313,446;0640,000;622948,300;210634,854;-0550,000;9999,000;9999,000;0065,000;1806141543,000
'14/06/2018 15:42:28';0038,000;'ACT:PROB';1145678,399;0676,000;842522,900;0000,000;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0039,000;'ACT:PROB';223848,520;0650,000;289013,300;65164,780;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0040,000;'ACT:PROB';735768,905;0657,000;8946472,000;8210703,095;-0550,000;0074,000;0073,000;0064,000;1806141543,000
'14/06/2018 15:42:28';0041,000;'ACT:PROB';367633,254;0651,000;1911212,000;1543578,746;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0042,000;'ACT:PROB';806868,964;0733,000;1254221,000;447352,036;-0550,000;9999,000;9999,000;0055,000;1806141543,000
'14/06/2018 15:42:28';0043,000;'ACT:PROB';160096,254;0676,000;1346561,000;1186464,746;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0044,000;'ACT:PROB';309527,842;0669,000;1280183,000;970655,158;-0550,000;9999,000;9999,000;0055,000;1806141543,000
'14/06/2018 15:42:28';0045,000;'ACT:PROB';454542,241;0703,000;4608356,000;4153813,759;-0550,000;9999,000;9999,000;9999,000;1806141543,000
'14/06/2018 15:42:28';0046,000;'ACT:PROB';206429,421;0626,000;387845,000;181415,579;-0550,000;9999,000;9999,000;0048,000;1806141543,000
'14/06/2018 15:42:28';0047,000;'ACT:PROB';300130,244;0605,000;602733,700;302603,456;-0550,000;9999,000;9999,000;0026,000;1806141543,000
