CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'18/06/2018 9:05:18';0001,000;'ACT:PROB';639698,223;0714,000;678642,800;38944,577;-0550,000;9999,000;9999,000;9999,000;1806180905,000
'18/06/2018 9:05:18';0002,000;'ACT:PROB';1733945,857;0648,000;6170566,000;4436620,143;-0550,000;9999,000;9999,000;9999,000;1806180905,000
'18/06/2018 9:05:18';0003,000;'ACT:PROB';630557,631;0631,000;2592104,000;1961546,369;-0550,000;0067,000;0066,000;0041,000;1806180905,000
'18/06/2018 9:05:18';0004,000;'ACT:PROB';891713,339;0626,000;2538082,000;1646368,661;-0550,000;9999,000;9999,000;0022,000;1806180905,000
'18/06/2018 9:05:18';0005,000;'ACT:PROB';428053,832;0638,000;4909785,000;4481731,168;-0550,000;0062,000;0061,000;0047,000;1806180905,000
'18/06/2018 9:05:18';0006,000;'ACT:PROB';816269,104;0627,000;5767334,000;4951064,896;-0550,000;0060,000;0059,000;0048,000;1806180905,000
'18/06/2018 9:05:18';0007,000;'ACT:PROB';776781,310;0621,000;2335927,000;1559145,690;-0550,000;0071,000;9999,000;0049,000;1806180905,000
'18/06/2018 9:05:18';0008,000;'ACT:PROB';671206,074;0636,000;5431391,000;4760184,926;-0550,000;0067,000;0066,000;0049,000;1806180905,000
'18/06/2018 9:05:18';0009,000;'ACT:PROB';758731,821;0644,000;4107005,000;3348273,179;-0550,000;0076,000;0075,000;0060,000;1806180905,000
'18/06/2018 9:05:18';0010,000;'ACT:PROB';801922,307;0659,000;4585310,000;3783387,693;-0550,000;9999,000;9999,000;0025,000;1806180905,000
'18/06/2018 9:05:18';0011,000;'ACT:PROB';512325,159;0719,000;4675271,000;4162945,841;-0550,000;9999,000;9999,000;9999,000;1806180905,000
'18/06/2018 9:05:18';0012,000;'ACT:PROB';340012,110;0660,000;522248,300;182236,190;-0550,000;9999,000;9999,000;0047,000;1806180905,000
'18/06/2018 9:05:18';0013,000;'ACT:PROB';781652,372;0677,000;4865043,000;4083390,628;-0550,000;9999,000;9999,000;9999,000;1806180905,000
'18/06/2018 9:05:18';0014,000;'ACT:PROB';910474,345;0678,000;4721079,000;3810604,655;-0550,000;9999,000;9999,000;9999,000;1806180905,000
'18/06/2018 9:05:18';0015,000;'ACT:PROB';919482,747;0627,000;3216129,000;2296646,253;-0550,000;0071,000;0070,000;0053,000;1806180905,000
'18/06/2018 9:05:18';0016,000;'ACT:PROB';826107,988;0677,000;5556607,000;4730499,012;-0550,000;9999,000;9999,000;0029,000;1806180905,000
'18/06/2018 9:05:18';0017,000;'ACT:PROB';438644,787;0744,000;6247262,000;5808617,213;-0550,000;9999,000;9999,000;9999,000;1806180905,000
'18/06/2018 9:05:18';0018,000;'ACT:PROB';2242935,220;0674,000;4249729,000;2006793,780;-0550,000;9999,000;9999,000;0024,000;1806180905,000
'18/06/2018 9:05:18';0019,000;'ACT:PROB';1337077,815;0681,000;5224283,000;3887205,185;-0550,000;9999,000;9999,000;0033,000;1806180905,000
'18/06/2018 9:05:18';0020,000;'ACT:PROB';1382651,345;0680,000;3479409,000;2096757,655;-0550,000;9999,000;9999,000;9999,000;1806180905,000
'18/06/2018 9:05:18';0021,000;'ACT:PROB';410859,107;0693,000;2911951,000;2501091,893;-0550,000;9999,000;9999,000;0045,000;1806180905,000
'18/06/2018 9:05:18';0022,000;'ACT:PROB';295268,138;0732,000;6589080,000;6293811,862;-0550,000;9999,000;9999,000;0033,000;1806180905,000
'18/06/2018 9:05:18';0023,000;'ACT:PROB';529795,336;0653,000;3794748,000;3264952,664;-0550,000;9999,000;9999,000;0056,000;1806180905,000
'18/06/2018 9:05:18';0024,000;'ACT:PROB';627735,418;0677,000;5338190,000;4710454,582;-0550,000;9999,000;9999,000;0068,000;1806180905,000
'18/06/2018 9:05:18';0025,000;'ACT:PROB';268907,281;0665,000;4723717,000;4454809,719;-0550,000;9999,000;9999,000;9999,000;1806180905,000
'18/06/2018 9:05:18';0026,000;'ACT:PROB';516658,891;0665,000;3373695,000;2857036,109;-0550,000;9999,000;9999,000;9999,000;1806180905,000
'18/06/2018 9:05:18';0027,000;'ACT:PROB';344128,023;0670,000;4374199,000;4030070,977;-0550,000;9999,000;9999,000;0047,000;1806180905,000
'18/06/2018 9:05:18';0028,000;'ACT:PROB';517675,000;0631,000;2800394,000;2282719,000;-0550,000;0058,000;0057,000;0038,000;1806180905,000
