version	timestamp	block number	trial number	lost msec	free VRAM	trial contents	US	Startle_Circle	Startle_ITI	C4	C5	C6	C7	C8	C9	C10	No_Startle	Generalization_Block	No_US	Size	US_expect	US_Intensity	Total_trial_nr	
21622	Thu Nov 23 09:19:35 2017	2	1	164::42	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	999	2	240	1	
21622	Thu Nov 23 09:19:52 2017	2	2	204::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	10	1	240	2	
21622	Thu Nov 23 09:20:12 2017	2	3	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		240	3	
21622	Thu Nov 23 09:20:20 2017	2	4	231::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	11	1	240	4	
21622	Thu Nov 23 09:20:38 2017	2	5	214::12	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	13	1	240	5	
21622	Thu Nov 23 09:20:57 2017	2	6	264::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	14	1	240	6	
21622	Thu Nov 23 09:21:14 2017	2	7	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		240	7	
21622	Thu Nov 23 09:21:22 2017	2	8	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		240	8	
21622	Thu Nov 23 09:21:30 2017	2	9	205::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	114	3	240	9	
21622	Thu Nov 23 09:21:48 2017	2	10	2::2	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		240	10	
21622	Thu Nov 23 09:22:08 2017	3	1	312::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	100	2	240	11	
21622	Thu Nov 23 09:22:25 2017	3	2	248::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	100	1	240	12	
21622	Thu Nov 23 09:22:43 2017	3	3	2::2	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		240	13	
21622	Thu Nov 23 09:22:51 2017	3	4	302::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	94	5	240	14	
21622	Thu Nov 23 09:23:11 2017	3	5	242::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	100	5	240	15	
21622	Thu Nov 23 09:23:30 2017	3	6	237::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	100	7	240	16	
21622	Thu Nov 23 09:23:47 2017	3	7	277::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	101	8	240	17	
21622	Thu Nov 23 09:24:05 2017	3	8	307::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	103	8	240	18	
21622	Thu Nov 23 09:24:25 2017	3	9	270::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	100	6	240	19	
21622	Thu Nov 23 09:24:43 2017	3	10	270::11	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	100	8	240	20	
21622	Thu Nov 23 09:25:01 2017	3	11	242::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	98	7	240	21	
21622	Thu Nov 23 09:25:20 2017	3	12	199::10	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	105	5	240	22	
21622	Thu Nov 23 09:25:39 2017	3	13	101::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	999	7	240	23	
21622	Thu Nov 23 09:25:59 2017	3	14	309::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	102	8	240	24	
21622	Thu Nov 23 09:26:19 2017	3	15	284::10	2253.59		0	0	0	0	0	0	1	0	0	0	1	0	1	95	7	240	25	
21622	Thu Nov 23 09:26:36 2017	4	1	314::10	2253.59		0	0	0	0	0	0	0	0	1	0	1	1	1	110	5	240	26	
21622	Thu Nov 23 09:26:55 2017	4	2	338::10	2253.59		0	1	0	0	0	1	0	0	0	0	0	1	1	85	4	240	27	
21622	Thu Nov 23 09:27:12 2017	4	3	288::10	2253.59		0	0	0	0	0	1	0	0	0	0	1	1	1	83	5	240	28	
21622	Thu Nov 23 09:27:30 2017	4	4	262::10	2253.59		0	1	0	0	0	0	0	0	0	1	0	1	1	115	1	240	29	
