version	timestamp	block number	trial number	lost msec	free VRAM	trial contents	US	Startle_Circle	Startle_ITI	C1	C2	C3	C5	C4	C6	C7	C8	C9	C10	No_Startle	Generalization_Block	No_US	Size	US_expect	Resp_Rev	US_Intensity	Total_trial_nr	group	
21622	Fri Nov 03 11:09:41 2017	2	1	84::78	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			400	1	1	
21622	Fri Nov 03 11:09:49 2017	2	2	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			400	2	1	
21622	Fri Nov 03 11:09:56 2017	2	3	127::10	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	999	2		400	3	1	
21622	Fri Nov 03 11:10:13 2017	2	4	117::11	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	999	2		400	4	1	
21622	Fri Nov 03 11:10:32 2017	2	5	149::12	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	50	3		400	5	1	
21622	Fri Nov 03 11:10:50 2017	2	6	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			400	6	1	
21622	Fri Nov 03 11:10:59 2017	2	7	152::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	49	3		400	7	1	
21622	Fri Nov 03 11:11:19 2017	2	8	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			400	8	1	
21622	Fri Nov 03 11:11:29 2017	2	9	205::10	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	20	2		400	9	1	
21622	Fri Nov 03 11:11:48 2017	2	10	9::5	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	999	999		400	10	1	
21622	Fri Nov 03 11:13:20 2017	3	1	246::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	50	1		400	11	1	
21622	Fri Nov 03 11:13:40 2017	3	2	327::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	40	1		400	12	1	
21622	Fri Nov 03 11:13:59 2017	3	3	220::10	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	19	1		400	13	1	
21622	Fri Nov 03 11:14:17 2017	3	4	205::11	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	59	1		400	14	1	
21622	Fri Nov 03 11:14:36 2017	3	5	210::11	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	50	2		400	15	1	
21622	Fri Nov 03 11:14:54 2017	3	6	188::10	2249.14		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	2		400	16	1	
21622	Fri Nov 03 11:15:12 2017	3	7	179::11	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	19	3		400	17	1	
21622	Fri Nov 03 11:15:32 2017	3	8	287::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	60	3		400	18	1	
21622	Fri Nov 03 11:15:49 2017	3	9	158::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	49	3		400	19	1	
21622	Fri Nov 03 11:16:07 2017	3	10	293::10	2249.14		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	4		400	20	1	
21622	Fri Nov 03 11:16:26 2017	3	11	101::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	999	3		400	21	1	
21622	Fri Nov 03 11:16:45 2017	3	12	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	999			400	22	1	
21622	Fri Nov 03 11:16:53 2017	3	13	204::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	61	5		400	23	1	
21622	Fri Nov 03 11:17:11 2017	3	14	189::10	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	20	5		400	24	1	
21622	Fri Nov 03 11:17:30 2017	3	15	184::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	19	5		400	25	1	
21622	Fri Nov 03 11:17:48 2017	3	16	230::12	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	59	5		400	26	1	
21622	Fri Nov 03 11:18:07 2017	3	17	207::11	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	20	5		400	27	1	
21622	Fri Nov 03 11:18:25 2017	3	18	177::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	61	6		400	28	1	
21622	Fri Nov 03 11:18:44 2017	3	19	221::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	60	6		400	29	1	
21622	Fri Nov 03 11:19:01 2017	3	20	184::10	2249.14		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	8		400	30	1	
21622	Fri Nov 03 11:19:19 2017	3	21	206::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	61	7		400	31	1	
21622	Fri Nov 03 11:19:36 2017	3	22	192::11	2249.14		1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20	8		400	32	1	
21622	Fri Nov 03 11:19:54 2017	3	23	183::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	19	6		400	33	1	
21622	Fri Nov 03 11:20:13 2017	3	24	355::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	60	9		400	34	1	
21622	Fri Nov 03 11:20:32 2017	3	25	189::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	21	9		400	35	1	
21622	Fri Nov 03 11:20:51 2017	4	1	177::12	2249.14		0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	62	9		400	36	1	
21622	Fri Nov 03 11:21:08 2017	4	2	205::10	2249.14		0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	39	9		400	37	1	
21622	Fri Nov 03 11:21:26 2017	4	3	235::10	2249.14		0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	30	9		400	38	1	
21622	Fri Nov 03 11:21:46 2017	4	4	188::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	59	10		400	39	1	
21622	Fri Nov 03 11:22:05 2017	4	5	168::10	2249.14		0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	18	10		400	40	1	
21622	Fri Nov 03 11:22:23 2017	4	6	174::10	2249.14		0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	39	9		400	41	1	
21622	Fri Nov 03 11:22:42 2017	4	7	191::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	61	9		400	42	1	
21622	Fri Nov 03 11:23:02 2017	4	8	257::10	2249.14		0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	30	10		400	43	1	
21622	Fri Nov 03 11:23:20 2017	4	9	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	999			400	44	1	
21622	Fri Nov 03 11:23:29 2017	4	10	342::10	2249.14		0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	51	10		400	45	1	
21622	Fri Nov 03 11:23:49 2017	4	11	254::11	2249.14		0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	50	10		400	46	1	
21622	Fri Nov 03 11:24:09 2017	4	12	388::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	20	9		400	47	1	
21622	Fri Nov 03 11:24:27 2017	4	13	237::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	60	10		400	48	1	
21622	Fri Nov 03 11:24:44 2017	4	14	314::10	2249.14		0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	49	9		400	49	1	
21622	Fri Nov 03 11:25:04 2017	4	15	245::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	61	9		400	50	1	
21622	Fri Nov 03 11:25:21 2017	4	16	190::11	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	71	10		400	51	1	
21622	Fri Nov 03 11:25:41 2017	4	17	316::10	2249.14		1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	21	10		400	52	1	
21622	Fri Nov 03 11:25:58 2017	4	18	359::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	59	10		400	53	1	
21622	Fri Nov 03 11:26:16 2017	4	19	365::12	2249.14		0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	38	10		400	54	1	
21622	Fri Nov 03 11:26:36 2017	4	20	293::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	49	9		400	55	1	
21622	Fri Nov 03 11:26:53 2017	4	21	243::10	2249.14		0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	30	9		400	56	1	
21622	Fri Nov 03 11:27:11 2017	4	22	231::10	2249.14		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	31	7		400	57	1	
21622	Fri Nov 03 11:27:30 2017	4	23	206::12	2249.14		0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	49	9		400	58	1	
21622	Fri Nov 03 11:27:49 2017	4	24	274::11	2249.14		0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	50	7		400	59	1	
21622	Fri Nov 03 11:28:08 2017	4	25	214::10	2249.14		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	40	6		400	60	1	
21622	Fri Nov 03 11:28:26 2017	4	26	227::10	2249.14		0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	31	9		400	61	1	
21622	Fri Nov 03 11:28:45 2017	4	27	220::10	2249.14		0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	20	8		400	62	1	
21622	Fri Nov 03 11:29:03 2017	4	28	222::10	2249.14		0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	51	6		400	63	1	
21622	Fri Nov 03 11:29:21 2017	4	29	236::11	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	59	7		400	64	1	
21622	Fri Nov 03 11:29:41 2017	4	30	340::10	2249.14		0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	31	9		400	65	1	
21622	Fri Nov 03 11:29:59 2017	4	31	205::10	2249.14		0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	60	9		400	66	1	
21622	Fri Nov 03 11:30:19 2017	4	32	226::10	2249.14		0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	30	6		400	67	1	
21622	Fri Nov 03 11:30:36 2017	4	33	195::10	2249.14		0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	39	10		400	68	1	
21622	Fri Nov 03 11:30:55 2017	4	34	237::10	2249.14		0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	30	7		400	69	1	
21622	Fri Nov 03 11:31:14 2017	4	35	242::10	2249.14		0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	60	9		400	70	1	
21622	Fri Nov 03 11:31:33 2017	4	36	220::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	61	7		400	71	1	
21622	Fri Nov 03 11:31:50 2017	4	37	231::10	2249.14		1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	19	7		400	72	1	
21622	Fri Nov 03 11:32:09 2017	4	38	242::10	2249.14		0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	60	8		400	73	1	
21622	Fri Nov 03 11:32:28 2017	4	39	0::1	2249.14		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	999			400	74	1	
21622	Fri Nov 03 11:32:38 2017	4	40	180::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	20	8		400	75	1	
21622	Fri Nov 03 11:32:57 2017	4	41	206::11	2249.14		0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	40	10		400	76	1	
21622	Fri Nov 03 11:33:14 2017	4	42	268::10	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	24	9		400	77	1	
21622	Fri Nov 03 11:33:31 2017	4	43	188::10	2249.14		0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	50	6		400	78	1	
21622	Fri Nov 03 11:33:50 2017	4	44	221::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	23	9		400	79	1	
21622	Fri Nov 03 11:34:09 2017	4	45	214::10	2249.14		0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	60	9		400	80	1	
21622	Fri Nov 03 11:34:28 2017	4	46	215::11	2249.14		0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	51	10		400	81	1	
21622	Fri Nov 03 11:34:47 2017	4	47	376::10	2249.14		0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	40	7		400	82	1	
21622	Fri Nov 03 11:35:05 2017	4	48	255::10	2249.14		0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	49	9		400	83	1	
21622	Fri Nov 03 11:35:23 2017	4	49	345::11	2249.14		1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	20	7		400	84	1	
21622	Fri Nov 03 11:35:41 2017	4	50	400::10	2249.14		0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	21	8		400	85	1	
21622	Fri Nov 03 11:39:02 2017	5	1	193::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	20	3		400	86	1	
21622	Fri Nov 03 11:39:20 2017	5	2	180::12	2249.14		1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	30	6		400	87	1	
21622	Fri Nov 03 11:39:37 2017	5	3	335::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	21	9		400	88	1	
21622	Fri Nov 03 11:39:54 2017	5	4	226::10	2249.14		1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	20	8		400	89	1	
21622	Fri Nov 03 11:40:14 2017	5	5	330::10	2249.14		1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	29	9		400	90	1	
21622	Fri Nov 03 11:40:31 2017	5	6	220::10	2249.14		0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	28	9		400	91	1	
