version	timestamp	block number	trial number	lost msec	free VRAM	trial contents	US	Startle_Circle	Startle_ITI	C4	C5	C6	C7	C8	C9	C10	No_Startle	Generalization_Block	No_US	Size	US_expect	US_Intensity	Total_trial_nr	
21622	Wed Nov 22 12:58:09 2017	2	1	204::46	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	999	2	520	1	
21622	Wed Nov 22 12:58:27 2017	2	2	243::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	71	1	520	2	
21622	Wed Nov 22 12:58:47 2017	2	3	233::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	70	1	520	3	
21622	Wed Nov 22 12:59:06 2017	2	4	2::2	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		520	4	
21622	Wed Nov 22 12:59:15 2017	2	5	2::2	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		520	5	
21622	Wed Nov 22 12:59:25 2017	2	6	128::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	999	2	520	6	
21622	Wed Nov 22 12:59:42 2017	2	7	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		520	7	
21622	Wed Nov 22 12:59:50 2017	2	8	329::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	79	3	520	8	
21622	Wed Nov 22 13:00:09 2017	2	9	333::10	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	70	3	520	9	
21622	Wed Nov 22 13:00:29 2017	2	10	2::2	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		520	10	
21622	Wed Nov 22 13:00:57 2017	3	1	0::1	2253.59		0	0	1	0	0	0	0	0	0	0	0	0	1	999		520	11	
21622	Wed Nov 22 13:01:05 2017	3	2	238::12	2253.59		1	1	0	0	0	0	1	0	0	0	0	0	0	69	1	520	12	
21622	Wed Nov 22 13:01:23 2017	3	3	264::11	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	69	2	520	13	
21622	Wed Nov 22 13:01:41 2017	3	4	229::12	2253.59		0	1	0	0	0	0	1	0	0	0	0	0	1	70	6	520	14	
21622	Wed Nov 22 13:01:59 2017	3	5	370::10	2253.59		1	0	0	0	0	0	1	0	0	0	1	0	0	70	4	520	15	
