CLIENT;TRIALN;KEY;MEAN;MAXGENT;MAXV;AMPLITUDO;LATENCYMAX;LATNCY3XLR;LATNCY3XRL;LATNCY3XDIF;DATE
'11/01/2018 10:23:14';0001,000;'ACT:PROB';384867,890;0695,000;1670208,000;1285340,110;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0002,000;'ACT:PROB';463023,695;0617,000;2767567,000;2304543,305;-0550,000;0051,000;0050,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0003,000;'ACT:PROB';354864,100;0612,000;2019788,000;1664923,900;-0550,000;0046,000;0045,000;0033,000;1801111023,000
'11/01/2018 10:23:14';0004,000;'ACT:PROB';420194,997;0613,000;712175,300;291980,303;-0550,000;9999,000;9999,000;0044,000;1801111023,000
'11/01/2018 10:23:14';0005,000;'ACT:PROB';381662,969;0662,000;811528,600;429865,631;-0550,000;9999,000;9999,000;0030,000;1801111023,000
'11/01/2018 10:23:14';0006,000;'ACT:PROB';356250,369;0617,000;1509659,000;1153408,631;-0550,000;0057,000;0056,000;0042,000;1801111023,000
'11/01/2018 10:23:14';0007,000;'ACT:PROB';349474,677;0605,000;1243551,000;894076,323;-0550,000;0048,000;9999,000;0030,000;1801111023,000
'11/01/2018 10:23:14';0008,000;'ACT:PROB';487498,186;0609,000;2199880,000;1712381,814;-0550,000;0043,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0009,000;'ACT:PROB';417856,165;0603,000;638372,800;220516,635;-0550,000;9999,000;9999,000;0029,000;1801111023,000
'11/01/2018 10:23:14';0010,000;'ACT:PROB';379359,360;0618,000;896260,300;516900,940;-0550,000;9999,000;9999,000;0029,000;1801111023,000
'11/01/2018 10:23:14';0011,000;'ACT:PROB';1687337,577;0623,000;2802106,000;1114768,423;-0550,000;9999,000;9999,000;0050,000;1801111023,000
'11/01/2018 10:23:14';0012,000;'ACT:PROB';277160,699;0713,000;1729997,000;1452836,301;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0013,000;'ACT:PROB';293262,972;0657,000;731438,500;438175,528;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0014,000;'ACT:PROB';310466,493;0653,000;2225501,000;1915034,507;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0015,000;'ACT:PROB';564502,894;0664,000;643754,600;79251,706;-0550,000;9999,000;9999,000;0026,000;1801111023,000
'11/01/2018 10:23:14';0016,000;'ACT:PROB';361821,158;0656,000;558193,500;196372,342;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0017,000;'ACT:PROB';740120,089;0661,000;2487272,000;1747151,911;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0018,000;'ACT:PROB';205860,813;0645,000;892921,100;687060,287;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0019,000;'ACT:PROB';407886,274;0648,000;857998,900;450112,626;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0020,000;'ACT:PROB';312014,753;0653,000;1385766,000;1073751,247;-0550,000;9999,000;9999,000;0034,000;1801111023,000
'11/01/2018 10:23:14';0021,000;'ACT:PROB';300300,938;0667,000;574403,000;274102,063;-0550,000;9999,000;9999,000;0023,000;1801111023,000
'11/01/2018 10:23:14';0022,000;'ACT:PROB';804095,999;0576,000;1716217,000;912121,001;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0023,000;'ACT:PROB';297221,631;0670,000;509045,100;211823,469;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0024,000;'ACT:PROB';184792,684;0670,000;665663,500;480870,816;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0025,000;'ACT:PROB';217095,940;0653,000;1105044,000;887948,060;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0026,000;'ACT:PROB';175375,459;0645,000;497730,300;322354,841;-0550,000;9999,000;9999,000;9999,000;1801111023,000
'11/01/2018 10:23:14';0027,000;'ACT:PROB';296786,157;0658,000;629559,900;332773,743;-0550,000;9999,000;9999,000;9999,000;1801111023,000
